爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1676508861,991993150,1009575677,435800723,安全基础知识课程,生产安全管理网,1676505600,1676472453,270,"感谢您关注，主页查看更多课件；
免费获取更多安全资料，请关注同名公众号（头像也是一个白底黑色“安”字）；
下载更多安全精品资料，请加入知识星球【HSE资料文库】，直达链接https://t.zsxq.com/eiUzZbQ",职业职场,209,10,今天也要好好工作;教育;学习;基础知识;事故;安全;安全教育;安全培训;安全管理;hse,34948831;4149;13160;482819;6280;32218;294605;3776512;4086202;9063834,0,0,0,2,0,3,0,1,19,1,0,无,无,无
1676508863,779409965,1008788431,356377262,真能记录千百年数据的“EXCEL动态日历表”如何制作？速来收藏！,江湖小乐,1676505600,1676441598,568,"“日历表”又被称作“日程表”，是依据“发生日期”来记录“关键事件”的常用表格。 
利用此表，我们不仅可以查看基础的“日期信息”，更重要的是，它既可用来进行“未来事件”的排布，也可用来进行“以往事件”的回顾，是职场人，常用的“计划总结类”表单之一！",职业职场,209,10,动态日历;excel表单制作;excel动态日历;excel日历表;EXCEL;日历;EXCEL教程;办公软件教程;日历制作;EXCEL技巧,24109211;26839352;35555192;35555200;20736;282000;1518432;2561467;7306250;7383988,0,0,0,0,0,0,0,0,3,1,0,无,无,无
1676508864,779329460,1007766365,689649921,燃煤直流锅炉水煤比你真的知道有哪些区别吗,bili_89821385903,1676505600,1676373728,148,燃煤直流锅炉水煤比你真的知道有哪些区别吗,职业职场,209,6,今天也要好好工作;热电知识;水煤比;锅炉;热电;直流锅炉,34948831;27144605;35532010;1618707;6237752;19006350,0,0,0,1,0,0,0,0,7,1,0,无,无,无
1676508866,736946563,1009647690,1022957231,超好用的春招求职经验！放开后的第一场招聘会，如何有效地增加面试的成功率？来自up的实地攻略分享！,爱学习的秦小猫,1676505600,1676476031,113,"老家放开后的第一场招聘会，up当天得知，时间准备极其充忙，只好针对心仪的岗位临时准备了1份通用简历，投递4家企业，都获得了后续面试的邀约，也因此摸索了一套参加招聘会的方法论，希望能帮到小伙伴们提升参加招聘会的效率。
第一次制作经验分享视频，恳请伙伴们3连鼓励一下～",职业职场,209,9,寻找100位内行人对谈;面试;求职;找工作;招聘会;春招;同城招聘;必剪创作;春招求职攻略,33186535;32613;121660;49526;3290731;3473023;7684320;15775524;18148804,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676508867,651920268,1009607936,497199631,优思学院｜精益六西格玛黑带的秘密：成功的关键技能,优思学院,1676505600,1676478799,279,优思学院为你解说，让你轻松理解精益六西格玛，并提供一些实际应用案例，帮助你更好地应用它来改善你的业务流程。,职业职场,209,10,成功;职场;学习;六西格玛;工程师;企业管理;8D;精益;质量工程师;精益六西格玛,9305;47481;13160;11666095;67304;820772;2921403;3347834;4116532;10278427,0,0,0,0,0,0,0,0,3,1,0,无,无,无
1676508869,479494993,1008687239,1867644774,Solidworks自定义快捷键在哪里设置,每天学机械,1676505600,1676432513,207,使用Solidworks的老铁，都知道在Solidworks里面不是所有的命令，软件都设置默认的快捷键，那么是否可以自己设置自己想要的快捷键呢。当然是可以的。Solidworks提供了这样的功能，今天就跟大家分享一下，Solidworks软件命令自定义快捷键是如何完成的。快来看看视频吧。,职业职场,209,4,机械设计;三维建模;SolidWorks;建模教学,788246;1396606;2774783;3486540,0,0,0,0,0,1,0,3,3,1,0,无,无,无
1676508871,309106492,1001255830,1189538851,连带率现状分析与提升方案解析（上）,时尚商品管理,1676505600,1675995972,103,,职业职场,209,5,商品课程;服装商品课程;连带率;商品管理;服装商品管理,30416544;30416824;2759668;3745748;21601158,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676508872,481769260,1005962781,481703847,淘宝运营 ——如何优化搜索流量，淘宝运营如何提升店铺销量？,暴走萝莉one,1676505300,1676271640,545,"添加我个人微信：tbb1879，淘宝经验交流 
免费领取开店运营干货资料、进行店铺诊断，公开课分享
有关淘宝做店方面的问题，欢迎大家私信或者留言，看到会一一回复",职业职场,209,10,电商兼职赚钱;电商;淘宝开店;淘宝运营;淘宝店铺;淘宝新手开店;电商运营;店铺运营;电商创业;创业开网店,11470476;527951;984407;1511191;1884796;3525369;3814352;4198820;4443566;7403070,0,0,0,0,0,1,0,0,0,1,0,无,无,无
1676508874,351935861,1009751792,1950866752,环境工程｜掌握点地理知识，政策了解不迷糊？,要生活可爱的huihuiCui,1676504185,1676484869,327,-,职业职场,209,4,地理知识;环境工程;政策;发展规划,3206080;945592;1415061;3527056,1,0,0,0,0,1,0,0,0,1,0,无,无,无
1676508876,694241387,1004514262,479101267,Power BI 视频课DAX Studio & Tabular Editor 安装(4/39),焦棚子,1676503800,1676184252,217,,职业职场,209,9,今天也要好好工作;视频教程;入门;报表监控;数据分析;Power BI;学习心得;零售企业;我最值得分享的职场经验,34948831;28310;169933;25166319;910892;3039566;3269802;7948763;35048902,2,0,0,1,0,3,0,0,9,1,0,无,无,无
1676508877,609374219,1005211242,476198989,动态实现折现图中已发生的月份和未发生月份分布用不同颜色和线表示,大表姐Vivian_Wang,1676503800,1676215445,228,,职业职场,209,10,数据可视化;今天也要好好工作;函数;公式;视频教程;职场;数据分析;EXCEL;EXCEL教程;EXCEL技巧,605361;34948831;218781;112062;28310;47481;910892;20736;1518432;7383988,0,0,0,1,0,1,0,0,5,1,0,无,无,无
1676508879,309495607,1008641440,602727723,中会《经济法》每日一练第651天，综合题（1-3）甲公司是否有权要求丙公司在4月2日之前不要出售其从乙公司购买的产品,老冯讲会计,1676503800,1676436869,258,中会《经济法》每日一练第651天，综合题（1-3）甲公司是否有权要求丙公司在4月2日之前不要出售其从乙公司购买的产品,职业职场,209,3,经济法基础;经济法;中级会计考试,904182;890183;5877342,0,0,0,0,0,1,0,0,3,1,0,无,无,无
1676508881,991954079,1009912938,1806482147,少一些埋怨，多一些努力,梦幻西游小鬼谷,1676503420,1676503420,255,-,职业职场,209,7,人生;励志;学习;寻找100位内行人对谈;努力;必剪创作;分享我的职业故事,3459;976;13160;33186535;8519;15775524;32126148,0,0,0,0,0,3,0,0,63,1,0,无,无,无
1676508883,651875055,1008419504,3493116862532262,与天学社：教资考证搬砖，月收入6000+，宝妈可做,与天说副业,1676503200,1676425994,165,与天学社：教资考证搬砖，月收入6000+，宝妈可做,职业职场,209,10,视频教程;创业;教程;赚钱;副业;互联网;搬砖;教资;在家赚钱;手机兼职,28310;128384;1697;155420;158158;23901;205350;4143168;4391516;5295738,0,0,0,0,0,0,0,0,1,1,0,无,无,无
1676508885,308666281,989097970,3493075942901795,零撸搬砖小项目，每天轻松100+！无门槛，适合新手小白党！,与天网创,1676503200,1675276812,99,零撸搬砖小项目，每天轻松100+！无门槛，适合新手小白党！,职业职场,209,6,新手小白;适合;项目;门槛;搬砖;零撸,827562;691014;564859;322997;205350;10108660,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676508886,266793047,1008059319,545905261,Excel数据可视化大屏最吸引你的地方是什么？,Excel咨询顾问,1676503200,1676385902,426,"Excel数据可视化大屏的本质/价值
优秀的数据可视化大屏的本质其实可以简单理解为，好看的动态的图表看板",职业职场,209,11,数据可视化;可视化大屏;数据;数据分析;实战;秘籍;EXCEL;大屏;EXCEL教程;职场新人进化论;校园星发现·up！开学啦,605361;12288347;60471;910892;25033;45915;20736;288987;1518432;31947836;34876775,0,0,0,0,0,0,0,0,16,1,0,无,无,无
1676508890,436842316,1006367286,540860253,【MyBatis-Plus开发实战】ActiveRecord【java-SSM开发实战】,李兴华-yyds,1676502300,1676290556,475,【MyBatis-Plus开发实战】ActiveRecord【java-SSM开发实战】,职业职场,209,10,程序员;编程;SSM;Java;idea;java编程;spring;java培训;架构师;mybatis,14932;28784;419559;2536100;2607900;2651024;2696795;3494362;4390514;4667506,0,0,0,1,0,0,0,0,5,1,0,无,无,无
1676508892,949391923,1009907282,2052912825,体系的适宜性指的是什么（IATF16949理解）,质量人Wig老师,1676502034,1676502034,63,体系的适宜性指的是什么（IATF16949理解）,职业职场,209,1,体系的适宜性指的是什么（IATF1694,35584564,0,0,0,0,0,1,0,0,3,1,0,无,无,无
1676508894,864425657,1009513467,3493136011626768,番茄工作法好，升职加薪少不了！番茄钟思维，助你成为时间管理大师，告别焦虑|告别拖延症|提高工作效率~,凯铭成长思维,1676502000,1676471381,508,时间对每个人来说都是公平的，而效率决定了人与人之间的差距。那有没有什么方法能帮我们更好的管理时间呢？有没有解决工作效率问题的灵丹妙药呢？本期【凯铭成长思维】就给大家对《番茄工作法》进一步的阐释讲解，让你听完以后能高效工作，帮你升职加薪~,职业职场,209,10,今天也要好好工作;学习;职场;拖延症;思维;升职加薪;工作效率;高效工作;番茄钟;时间管理大师,34948831;13160;47481;142297;259324;1332043;2762941;3501383;5280310;6666102,0,0,0,0,0,0,1,0,3,1,0,无,无,无
1676508896,736671852,1004061316,3493122185103405,城府深的人怎么谈酒桌生意#职场 #认知 #格局 #眼界 #人性 #高情商社交 #生存法则 #心计谋略 #商业思维,隋时变现,1676502000,1676158426,430,-,职业职场,209,3,职场;城府;人际关系,47481;509884;194163,0,0,0,0,0,0,1,0,8,1,0,无,无,无
1676508898,479395212,1008664934,2116823778,老板的百万豪车租给公司，以公司名义买车的注意事项,whjinyou,1676502000,1676431491,108,老板的百万豪车租给公司，以公司名义买车的注意事项,职业职场,209,4,今天也要好好工作;每天分享一个财税知识;工商知识;财税知识,34948831;27741444;2839511;9951074,0,0,0,0,0,0,0,0,1,1,0,无,无,无
1676508900,478907270,997642400,3461580547164674,三年级下册第14课《蜜蜂》小学语文教师资格考试模拟上课,bili_学记,1676502000,1675776887,1270,部编版小学语文三年级下册第14课《蜜蜂》模拟上课教师资格考试视频,职业职场,209,4,面试;语文;小学;教师资格考试,32613;6262;74685;4078400,2,0,0,0,0,1,0,1,4,1,0,无,无,无
1676508903,309338976,1006150442,3493076179880859,【面试金句】有一定之略，然后有一定之功,云青烟兮,1676502000,1676339741,87,,职业职场,209,6,寻找100位内行人对谈;金句;面试;公务员面试;结构化面试;面试技巧大赏,33186535;1101290;32613;1513366;1719077;34915142,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676508904,266759879,1006316209,25660822,大客户销售，小事不必在意,广智的销售宇宙,1676502000,1676287790,216,别做小小公务员之死的主角#销售技巧 #销售话术 #大客户销售 #销售,职业职场,209,4,销售;销售技巧;销售话术;大客户销售,11862;1768303;5404824;7522907,10,0,0,2,0,18,2,0,489,1,0,无,无,无
1676508908,481899046,1009312065,1240188952,张雪峰，复旦大学等55所大学有教育部承认的研究生院，其他学校研究生管理机构叫研究生学院。,张雪峰新人,1676500112,1676461157,147,-,职业职场,209,1,今天也要好好工作,34948831,0,0,0,1,0,3,0,0,145,1,0,无,无,无
1676508910,224450895,1009839922,157217921,Power Pivot/DAX 全球最受欢迎付费课程 17.1 毕业仪表板项目介绍,Ms_Excel,1676499900,1676493064,197,U,职业职场,209,8,数据分析;MVP;Excel;数据透视表;Power BI;DAX;Power Query;Power Pivot,910892;32649;2643984;2669740;3039566;4752358;9053281;9053282,9,0,0,4,0,16,4,0,54,2,0,无,无,无
1676508912,609437540,1009310042,1240188952,张雪峰，数学专业，金融专业，会计专业如何年薪过百万呢。,张雪峰新人,1676499871,1676460622,332,-,职业职场,209,1,今天也要好好工作,34948831,0,0,0,0,0,3,0,0,78,1,0,无,无,无
1676508913,351883644,1009304870,1240188952,张雪峰，诡计多端的一家人，把王我往死里整。,张雪峰新人,1676499664,1676460483,274,-,职业职场,209,2,寻找100位内行人对谈;分享我的职业故事,33186535;32126148,0,0,0,0,0,7,0,0,357,1,0,无,无,无
1676508915,864276797,1006946782,61392390,excel分段连续编号视频：多空格定位筛选统一填充等差序列,IT部落窝教育,1676499300,1676333552,93,"excel分段连续编号视频｜excel空格定位筛选视频｜excel多格统一填充视频｜excel等差序列填充视频
本视频教程由部落窝教育分享。咨询微信：buluowojiaoyu领取配套练习素材；企业咨询QQ：800094815。",职业职场,209,6,今天也要好好工作;部落窝教育分享;excel分段连续编号视频;excel空格定位筛选视频;excel多格统一填充视频;excel等差序列填充视频,34948831;16784258;35507124;35507129;35507134;35507140,0,0,0,0,0,4,0,0,53,1,0,无,无,无
1676508916,609348656,1006946829,61392390,ps多图层同时批量更改名称视频：脚本插件安装应用,IT部落窝教育,1676499300,1676350204,390,"ps图层批量更名视频｜ps多图层同时改名称视频｜ps脚本插件安装视频｜ps脚本插件应用视频
本视频教程由部落窝教育分享。咨询微信：buluowojiaoyu领取配套练习素材；企业咨询QQ：800094815。",职业职场,209,6,今天也要好好工作;部落窝教育分享;ps图层批量更名视频;ps多图层同时改名称视频;ps脚本插件安装视频;ps脚本插件应用视频,34948831;16784258;35507185;35507192;35507196;35507197,0,0,0,0,0,2,0,0,3,1,0,无,无,无
1676508918,906992532,1009437200,1453074675,一下子 赚100万！因为相信 所以看见,恒洋底层思维,1676498400,1676467944,160,一下子 赚100万！因为相信 所以看见,职业职场,209,10,教育;学习;励志;恒洋;100万;认知;强者;加油;相信;富人思维,4149;13160;976;20787137;445666;569849;111099;5104;115223;3561943,0,0,0,0,0,3,0,1,50,1,0,无,无,无
1676508920,779278311,1007156071,351998442,【山东聊城社工面试】宝宝屋建设,上岸助力车,1676498400,1676345722,184,,职业职场,209,11,社区工作者面试;社工面试;面试技巧;结构化面试;面试视频;高分面试;公考面试;事业单位面试;学习日常打卡;必剪创作;非正式颁奖小会,13767486;14310129;487920;1719077;2989779;3042083;3371188;3952384;12343410;15775524;34315564,0,0,0,0,0,0,0,1,33,1,0,无,无,无
1676508923,351869015,1007094467,2032005974,EXCEL表格如何换行之表格间换行基础实操教学教程第三讲之强制换行,bili_79044863296,1676498400,1676342790,117,EXCEL表格如何换行之表格间换行基础实操教学教程第三讲之强制换行,职业职场,209,10,今天也要好好工作;技巧;教学;教程;EXCEL;表格;基础;EXCEL教程;EXCEL函数;EXCEL技巧,34948831;15002;8817;1697;20736;640857;171523;1518432;5543482;7383988,0,0,0,0,0,0,0,1,3,1,0,无,无,无
1676508926,694468852,1009864238,434414734,又来到一年一度的盲目创业时期了，本次是咖啡下乡,我系东爷,1676496897,1676496897,500,,职业职场,209,5,今天也要好好工作;创业;咖啡;商业;记录创业日常,34948831;128384;41593;251524;35001662,1,11,0,1,0,17,3,2,117,1,0,无,无,无
1676508929,651866465,1006389351,1080422612,通风空调、消防工程质量通病防治措施（10）,机电安装第一课,1676494800,1676290722,727,通风空调、消防工程质量通病防治措施（10,职业职场,209,5,今天也要好好工作;学习;质量;消防工程师;我最值得分享的职场经验,34948831;13160;146191;3564844;35048902,0,0,0,0,0,1,0,2,1,1,0,无,无,无
1676508931,309296292,1006391416,1080422612,通风空调、消防工程质量通病防治措施（11）,机电安装第一课,1676494800,1676291038,743,通风空调、消防工程质量通病防治措施（11）,职业职场,209,2,今天也要好好工作;我最值得分享的职场经验,34948831;35048902,0,0,0,0,0,1,0,2,1,1,0,无,无,无
1676508934,351914559,1009816302,1480718066,使用Hlookup函数查询3月员工奖金,弋尘读书,1676492896,1676492896,176,使用Hlookup函数查询3月员工奖金,职业职场,209,11,excel办公;寻找100位内行人对谈;EXCEL;EXCEL教程;excel公式;excel基础;EXCEL函数;EXCEL技巧;excel数据;excel职场;分享我的职业故事,14287829;33186535;20736;1518432;4376714;5521718;5543482;7383988;17547205;19978598;32126148,0,0,0,0,0,1,0,0,0,1,0,无,无,无
1676508936,736848766,1005505981,1843352850,CISSP-7运营安全-7.5网络与资源的可用性,番茄炒皮蛋加臭豆腐,1676492100,1676255831,1157,CISSP是(ISC)²注册信息系统安全专家，是信息安全含金量很高的证书，强烈推荐考取。本系列教程分享CISSP的知识点，跟随教程一起拿下CISSP的考证。,职业职场,209,11,考试;cisp;含金量高证书;信息安全;证书;考证;我们爱学习;cissp;网络空间安全;学习日常打卡;非正式颁奖小会,8859;14917801;18205939;795586;796205;1571618;6996884;8688771;9093200;12343410;34315564,0,0,0,0,0,1,0,0,8,1,0,无,无,无
1676508939,949420645,1009783943,486684176,20230215丨地产转行指北（有字幕了）,大牙先生_,1676490015,1676490015,413,我们占据的位置并不重要，重要的是我们要去的方向。,职业职场,209,11,大学老师;民办高校;央企辞职;寻找100位内行人对谈;985;转行;副业;地产;求职;房地产;分享我的职业故事,1742369;10829865;24896215;33186535;179592;243184;158158;299994;121660;70328;32126148,2,0,0,0,0,1,0,0,9,1,0,无,无,无
1676508944,949447450,1009756257,1715684640,上了一天班相当辛苦，简单记录一下生活，陪同事一起去看房子,文仔打工娃,1676486882,1676486883,384,-,职业职场,209,5,一天;寻找100位内行人对谈;房子;记录一下;分享我的职业故事,29569;33186535;56006;3833816;32126148,3,0,0,0,0,6,0,0,89,1,0,无,无,无
1676508948,949448462,1009790286,1433419956,居家副业｜从素人到9W粉日更博主,哈喽CC电商,1676486312,1676486312,72,居家副业｜从素人到9W粉日更博主,职业职场,209,7,博主;经验分享;副业;创作灵感;宝妈副业;教师的经验分享;是老师，也是UP主！,59219;634574;158158;2689667;13297803;33699147;34407075,0,0,0,1,0,2,0,1,16,1,0,无,无,无
1676508952,609410369,1009786630,1193105428,数字经济,bili_1193105428,1676485852,1676485853,163,-,职业职场,209,1,学习,13160,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676508957,436975665,1009761423,293668690,体制提拔的六大表现，特别适用于老实人,十字职场,1676483902,1676483902,326,第一次做视频，还在摸索中，继续加油，各位见笑了！,职业职场,209,6,职场;寻找100位内行人对谈;体制;老实人;人际关系;分享我的职业故事,47481;33186535;725497;417786;194163;32126148,0,0,0,0,0,1,0,0,18,1,0,无,无,无
1676508961,351998160,1009723301,34386860,【粤语】[二维动画学生自救指南]动画人的职业规划篇EP03,叫我青庭就好了,1676482595,1676482595,584,"新一期来咯，希望大扎喜欢！
国语版在路上~",职业职场,209,10,今天也要好好工作;粤语;自救;动画;经验分享;指南;二维动画;规划;职业;学生,34948831;1730;38735;358;634574;141596;197426;564858;29538;48807,8,1,0,7,0,18,3,0,110,1,0,无,无,无
1676508966,394424231,1009724675,3493135709637262,2.16 排列三/五 规律讲解参考,排家大将军,1676481626,1676481626,725,-,职业职场,209,4,排列五;排列三;职场新人进化论;校园星发现·up！开学啦,12082412;13295665;31947836;34876775,0,0,0,0,0,3,1,0,37,1,0,无,无,无
1676508970,351949124,1009735505,3493135709637338,2.16 排列五/三 规律预测参考,排列五小能手,1676480987,1676480987,663,-,职业职场,209,4,排列五;排列三;职场新人进化论;校园星发现·up！开学啦,12082412;13295665;31947836;34876775,0,0,0,0,0,1,1,0,46,1,0,无,无,无
1676508974,266995872,1009726185,241361484,精益生产 - 第一部分 19（下）价值：目标成本,柳橙何,1676480790,1676480790,470,"常规企业：市场承受能力制定销售价格，然后计算保证利润的成本。
精益企业：关注竞争者的定价，用精益的方法计算可以将成本压到多少，作为目标成本。",职业职场,209,10,课程;企业管理;价值;销售;生产;成本;综合;精益;精益生产;必剪创作,154551;820772;626059;11862;127121;1025867;184996;3347834;8931516;15775524,0,0,0,0,0,0,0,0,17,1,0,无,无,无
1676508978,949404795,1009722733,3493129193785432,【闲聊】产品经理如何“准确”地获取竞品数据？,暴躁产品狗哐哐,1676480339,1676480339,181,-,职业职场,209,4,产品经理必备技能;产品经理;竞品分析;必剪创作,18173956;690061;3439436;15775524,0,0,0,1,0,0,0,1,8,1,0,无,无,无
1676508982,821916478,1009721803,398493189,运营求职第二天,朱家振,1676479929,1676479929,93,,职业职场,209,5,运营;求职;找工作;记录;必剪创作,311524;121660;49526;37366;15775524,0,0,0,0,0,2,0,0,4,1,0,无,无,无
1676508987,266927899,1009711325,492478317,【公考王凡】政审到底审什么,带你公考上岸的王凡,1676479297,1676479297,107,,职业职场,209,8,事业单位;上岸;公务员考试;公考;公务员;省考;编制;政审,802135;854070;183540;1129266;213551;1620185;2969304;7517490,0,0,0,2,0,2,0,1,113,1,0,无,无,无
1676508991,609383178,1009692209,19082542,面试究竟是在试什么？每一方都为的是自己,HiHekate,1676478818,1676478818,1681,-,职业职场,209,6,职场;寻找100位内行人对谈;面试;找工作;必剪创作;春招求职攻略,47481;33186535;32613;49526;15775524;18148804,72,72,0,82,0,183,22,10,768,1,0,无,无,无
1676508994,694384441,1009698932,324821524,2月15日更新丨济南市中心医院、上海市事业单位、重庆市属事业单位、常州机电职业技术学院、怀化市鹤城区、青岛国企、青海国企,国招有岗,1676478539,1676478540,483,"国招有岗，每天发布公务员、事业单位和国企岗位，为您推荐好工作！
关注公众号，在对话框内发送任意消息，即可获得秘密“表格”一份，里面涵盖了截止到当天所发布岗位的报名时间，让您从报名时就领先对手。
ps：“表格”随每天新内容的发布而更新！",职业职场,209,11,寻找100位内行人对谈;上海市;国企;青海;山东;事业单位;重庆市;济南;事业单位考试;编制;分享我的职业故事,33186535;386062;308571;96870;65366;802135;960951;77132;2668513;2969304;32126148,0,0,0,1,0,1,0,1,89,1,0,无,无,无
1676508998,694377282,1009696849,9990725,女生趁着年轻一定要努力减肥护肤赚钱把自己变得很美很优秀,张素真,1676478326,1676478327,105,-,职业职场,209,10,护肤;减肥;女人;女生;优秀;努力;赚钱;年轻;唠嗑区UP主集结令;“遇见你，怦然心动”2023情人节活动,612086;20805;7834;2045;185378;8519;155420;55545;27781910;35076622,0,0,0,2,0,3,0,0,29,1,0,无,无,无
1676509002,479481496,1009693471,1324830208,昨天的情人节已过，本来以为今天能收点情人之间的礼物。但一件都没看到，难道今年大家都不过情人节了。🍵😂,朋哥典当,1676478104,1676478104,71,-,职业职场,209,2,礼物;情人节,89808;16869,0,0,0,0,0,0,0,0,46,1,0,无,无,无
