video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数
267368658,1677111222,1020597130,商场电路竣工验收，分闸压线只能一闸一回路，原来是这么回事,1677073768,1677073768,120,职业职场,7,1,0,2,0,33,1,0,756,1,0,1.0,0.0,0.0,4.0,43.0,1.0,0.0,1047.0,5.0,35297.0,530.0,7251.9452830188675,163.56037735849057,1,。,0,0.4334953703703704,364574.71428571426,0,0,0.0,1.0
309503385,1677120676,1013905781,工作激励类相关材料写作适用，排比句汇编，40句,1676712603,1676712603,94,职业职场,4,4,0,48,0,27,1,3,586,1,0,4.0,0.0,0.0,51.0,27.0,1.0,5.0,688.0,5.0,36913.0,312.0,5738.086538461538,112.88461538461539,1,。,0,4.72306712962963,23.5,0,0,0.0,0.0
309558862,1677120779,1013771057,【非常重要】人力资源管理问题，2.18日直播回放,1676708379,1676708379,785,职业职场,8,119,44,113,0,348,70,49,11029,1,0,123.0,44.0,0.0,117.0,353.0,70.0,51.0,11527.0,6.0,853311.0,120.0,113807.0,1958.1166666666666,0,。,0,4.773148148148148,7077.625,0,0,1.6785714285714286,4.107142857142857
309564160,1677119218,1013862368,体制内的各位，提拔不了日子怎么过,1676797140,1676712442,349,职业职场,3,17,0,98,0,127,3,38,2435,1,0,19.0,0.0,0.0,112.0,137.0,3.0,40.0,2715.0,3.0,30113.0,213.0,5676.591549295775,320.0469483568075,1,。,0,3.72775462962963,46990.333333333336,0,0,0.0,1.0
309622938,1677112800,1014285096,Creo/proe血管支架，建模技巧，结构设计，creo教程，proe教程，creo在线教学，一加一教育，佳言老师,1677023040,1676728390,83,职业职场,10,2,0,18,0,30,2,0,347,1,0,2.0,0.0,0.0,21.0,32.0,2.0,0.0,419.0,5.0,47202.0,490.0,3911.4510204081635,72.35510204081632,1,。,0,1.038888888888889,150.7,0,0,0.0,0.0
309672898,1677118324,1015652309,你真的一直误解了中国邮政,1676805613,1676805613,473,职业职场,8,5343,1440,3927,0,35339,1634,809,593727,1,0,5606.0,1478.0,0.0,4133.0,36949.0,1706.0,849.0,621736.0,6.0,2124083.0,220.0,871858.9136363637,61302.19545454546,0,。,0,3.619340277777778,220309.125,1,0,2.338,71.366
309699619,1677119249,1015429248,【公务员面试】消费券发放的前期调研怎么做？,1676795347,1676795347,552,职业职场,7,13,2,54,0,48,11,3,843,1,0,17.0,4.0,0.0,90.0,54.0,16.0,3.0,1185.0,6.0,40937.0,55.0,24620.945454545454,880.2181818181818,1,？,0,3.7488657407407406,19116.285714285714,4,0,1.2,0.8
309739750,1677119160,1015520503,在体制内，年轻人若有以下表现，是绝对的不成熟,1676798960,1676798960,180,职业职场,5,122,1,468,0,551,25,68,19346,1,0,131.0,1.0,0.0,498.0,575.0,31.0,70.0,20577.0,6.0,97704.0,580.0,18051.775862068964,374.29137931034484,0,。,0,3.7060185185185186,25405.4,0,0,0.22727272727272727,10.909090909090908
309768961,1677112674,1019561777,看穿那些假装欣赏你的人,1677029217,1677029217,190,职业职场,6,120,57,692,0,1119,129,162,53125,1,0,184.0,72.0,0.0,1088.0,1615.0,172.0,233.0,79698.0,6.0,219916.0,896.0,10749.583705357143,263.2455357142857,0,。,0,0.9659375,61824.333333333336,2,44,1.1475409836065573,45.08196721311475
309790360,1677111807,1019390118,智性恋鼻祖曹琴默的职场沉浮启示录｜高玩的聪明与清醒【钱婧】,1677057900,1677014826,619,职业职场,10,83,49,76,0,280,18,18,3158,1,0,115.0,88.0,0.0,107.0,372.0,24.0,24.0,5586.0,6.0,208923.0,127.0,48497.11811023622,2661.51968503937,1,。,0,0.6239236111111112,15833.7,0,1,0.2,1.0
309825753,1677113824,1018740902,一道很难的甘肃选调生面试题目，你能答出来几点？,1676977028,1676977028,191,职业职场,4,49,1,76,0,160,19,18,4085,1,0,51.0,1.0,0.0,110.0,184.0,21.0,23.0,5356.0,3.0,51738.0,39.0,35466.307692307695,1130.6410256410256,0,？,0,1.583287037037037,42866.5,0,0,0.125,2.5625
351741670,1677120619,1002937033,2.18遴选申论｜上岸捷径：体系化的转化为擅长的！！！,1676714400,1676094098,309,职业职场,6,17,0,40,0,62,6,4,2196,1,0,17.0,0.0,0.0,42.0,62.0,7.0,4.0,2346.0,5.0,63105.0,269.0,6939.085501858736,210.60594795539035,0,！,0,4.701608796296297,5766.666666666667,3,0,1.0,0.6666666666666666
352056572,1677116267,1011736452,如何改变自己在单位的软弱个性,1676891640,1676603838,83,职业职场,6,18,2,136,0,167,2,9,2984,1,0,22.0,2.0,0.0,195.0,207.0,4.0,14.0,4002.0,4.0,39704.0,148.0,19574.364864864863,643.4459459459459,0,。,0,2.599849537037037,21179.5,0,0,0.0,1.0
352086529,1677121949,1011930099,江浙真题5--以”变与不变“为题，发表演讲,1676639700,1676618562,174,职业职场,4,27,3,224,0,118,11,19,4833,1,0,27.0,3.0,0.0,243.0,123.0,11.0,22.0,5129.0,5.0,72374.0,282.0,13101.517730496455,276.42907801418437,1,。,0,5.581585648148148,1547.0,0,0,0.3333333333333333,1.7777777777777777
352096032,1677120682,1012331587,35岁后的职业生涯到底有多难,1676712600,1676629389,145,职业职场,9,0,0,33,0,62,7,21,2617,1,0,0.0,0.0,0.0,36.0,64.0,8.0,23.0,2866.0,4.0,40093.0,895.0,3076.863687150838,115.21005586592179,0,。,0,4.723171296296297,14535.666666666666,0,0,0.16666666666666666,1.6666666666666667
352110172,1677121939,1012315792,员工的忠诚取决于领导自己,1676640000,1676628721,118,职业职场,7,2,0,33,0,41,2,16,1014,1,0,2.0,0.0,0.0,34.0,42.0,2.0,20.0,1099.0,4.0,40093.0,895.0,3076.863687150838,115.21005586592179,0,。,0,5.577997685185185,18229.571428571428,0,0,0.0,0.0
352140106,1677117537,1015761899,自动生成一个完整的Revit模型，这是AI干的？！,1676853000,1676811425,195,职业职场,11,46,2,253,0,173,27,321,7739,1,0,48.0,2.0,0.0,277.0,186.0,32.0,344.0,8269.0,6.0,43756.0,406.0,4746.564039408867,111.37931034482759,0,？,0,3.0617708333333336,20996.363636363636,0,2,1.1666666666666667,5.583333333333333
352174588,1677115945,1017420780,废弃核酸小屋“再就业”（下）,1676899700,1676899700,228,职业职场,8,7,0,25,0,52,10,3,1203,1,0,9.0,0.0,0.0,27.0,58.0,10.0,3.0,1373.0,5.0,35260.0,346.0,3586.5289017341042,78.64739884393063,0,。,0,2.502835648148148,4099.375,3,1,1.0,0.6
352223965,1677119362,1015143812,VLOOKUP函数核对两个表格，实在太方便啦！,1676790300,1676782920,62,职业职场,10,3,0,63,0,45,5,8,1658,1,0,3.0,0.0,0.0,64.0,45.0,5.0,9.0,1695.0,5.0,158152.0,91.0,30234.86813186813,616.967032967033,1,！,0,3.808587962962963,645.2,2,0,0.6666666666666666,0.0
352230552,1677115789,1017583129,超赞！一等奖！高中英语演讲稿写作课！设计超好！考编面试学起来！,1676906437,1676906437,901,职业职场,8,6,0,72,0,33,2,14,1376,1,0,8.0,0.0,0.0,100.0,48.0,2.0,18.0,1615.0,4.0,30520.0,168.0,6877.339285714285,213.9702380952381,1,！,0,2.4230555555555555,7.125,0,0,0.0,0.0
352242376,1677115778,1017604601,课堂常规｜「自主预习」正确打开方式✅,1676907373,1676907373,176,职业职场,6,8,1,39,0,153,3,4,1873,1,0,10.0,1.0,0.0,52.0,174.0,4.0,4.0,2203.0,6.0,78563.0,139.0,127539.53237410072,5975.194244604317,1,。,0,2.4120949074074076,294652.3333333333,0,0,0.0,1.0
352304959,1677112687,1019562188,【对啊网】Excel小技巧——区分单元格红/黄小三角,1677029026,1677029026,70,职业职场,10,1,0,5,0,6,0,0,588,1,0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,645.0,6.0,1006055.0,937.0,46466.3628601921,764.2027748132338,1,。,0,0.9682986111111112,514.2,0,0,0.0,0.0
352339319,1677111514,1019987415,我第一次开除小白兔的经历，希望能带给你启发,1677064800,1677048405,258,职业职场,10,4,6,32,0,90,3,12,1734,1,0,8.0,10.0,0.0,73.0,213.0,32.0,21.0,6792.0,4.0,40093.0,895.0,3076.863687150838,115.21005586592179,0,。,0,0.5406712962962963,37395.1,0,0,0.0,0.6666666666666666
394357493,1677111710,1006347117,2.22遴选申论｜2023年要上岸的朋友！速冲！（一整年考点）,1677060000,1676291004,615,职业职场,6,15,2,43,0,43,5,7,1099,1,0,23.0,2.0,0.0,73.0,78.0,9.0,16.0,2191.0,5.0,63105.0,269.0,6939.085501858736,210.60594795539035,0,！,0,0.5984953703703704,578.3333333333334,2,1,0.6666666666666666,0.6666666666666666
394420559,1677123961,1010974037,遴选92.6分的答案，希望对备考公务员面试的大家有帮助,1676552851,1676552851,96,职业职场,4,535,6,967,0,793,51,73,33472,1,0,566.0,6.0,0.0,1082.0,861.0,52.0,87.0,37588.0,3.0,51738.0,39.0,35466.307692307695,1130.6410256410256,0,。,0,6.610069444444444,50888.75,11,0,1.3181818181818181,10.0
394423599,1677118222,1010333712,【底稿篇】20 应付职工薪酬 新人第一年必做科目 相关程序及注意事项（下）,1676810416,1676526021,420,职业职场,11,21,10,21,0,64,2,3,847,1,0,25.0,12.0,0.0,22.0,68.0,2.0,3.0,908.0,6.0,65074.0,171.0,12914.397660818713,488.8187134502924,1,。,0,3.5625694444444442,148983.18181818182,0,1,0.0,1.0
394441363,1677116321,1010191650,去有风的地方：每个人的生活，都需要一点呼吸感,1676889960,1676519984,226,职业职场,5,2,0,11,0,40,1,5,463,1,0,3.0,0.0,0.0,11.0,42.0,1.0,7.0,517.0,5.0,111784.0,141.0,57971.624113475176,4454.560283687943,0,。,0,2.6199189814814816,40248.4,0,0,0.0,0.0
394508374,1677120615,1013735803,【公务员遴选笔试】被暴力拆除的对联，透露了一个基层真相,1676714400,1676707966,135,职业职场,9,3,0,7,0,22,1,0,394,1,0,3.0,0.0,0.0,7.0,23.0,1.0,0.0,407.0,5.0,150366.0,1171.0,10479.456874466268,536.6771989752349,1,。,0,4.7015625,4253.666666666667,0,0,0.0,0.0
394565852,1677122369,1012278154,Word文档中，文档批注的使用方法和功能,1676628052,1676628052,75,职业职场,9,0,0,19,0,30,0,1,257,1,0,0.0,0.0,0.0,20.0,30.0,0.0,1.0,272.0,4.0,31973.0,341.0,5457.134897360704,139.16715542521993,1,。,0,5.721261574074074,14649.222222222223,0,0,0.0,0.0
394580370,1677120365,1013222044,职场不被淘汰的秘籍，专业能力不够强的人怎么晋升？,1676722500,1676688518,227,职业职场,8,70,21,374,0,517,18,77,24788,1,0,75.0,24.0,0.0,388.0,542.0,20.0,81.0,26959.0,5.0,115617.0,186.0,38950.62903225807,1132.9247311827958,0,？,0,4.6049189814814815,16003.625,0,0,0.125,7.75
394582318,1677120611,1013359073,教师掌握4大技能，主业副业两不误,1676714400,1676691051,359,职业职场,9,170,7,592,0,751,49,29,13780,1,0,172.0,7.0,0.0,607.0,765.0,49.0,33.0,14482.0,6.0,445124.0,167.0,112370.8263473054,3537.88622754491,1,。,0,4.7015162037037035,12291.777777777777,8,0,0.8214285714285714,9.142857142857142
394600289,1677120231,1013340219,2023个人在淘宝开店创业的前景如何？,1676727000,1676689627,193,职业职场,10,26,2,47,0,105,21,7,3588,1,0,26.0,2.0,0.0,50.0,114.0,21.0,7.0,3935.0,5.0,55383.0,500.0,5455.296,117.466,1,？,0,4.551284722222222,172.4,2,0,1.625,1.0
394601200,1677119877,1013842103,被同事集体孤立PUA你该怎么办,1676769300,1676712299,87,职业职场,3,4,0,43,0,54,3,1,1142,1,0,4.0,0.0,0.0,55.0,64.0,3.0,2.0,1281.0,3.0,30113.0,213.0,5676.591549295775,320.0469483568075,1,。,0,4.057604166666667,46990.333333333336,0,0,0.0,3.0
394620546,1677121904,1011962429,vlookup分段查询匹配-Excel函数入门到实战制作自动化报表模板之(四),1676640600,1676619558,123,职业职场,11,2,0,18,0,20,2,1,385,1,0,2.0,0.0,0.0,18.0,21.0,2.0,1.0,394.0,5.0,91511.0,579.0,2457.20725388601,67.67012089810017,1,。,0,5.570648148148148,26853.81818181818,1,0,1.0,0.0
394625560,1677117530,1016408713,每日即兴英文演讲Was there an event / celebration you thought it was going to be best,1676854078,1676854078,188,职业职场,6,23,1,6,0,54,14,1,626,1,0,23.0,1.0,0.0,6.0,55.0,14.0,1.0,649.0,5.0,30289.0,455.0,1832.8087912087913,61.738461538461536,1,。,0,3.049212962962963,191654.16666666666,6,6,1.0,1.5714285714285714
394632566,1677115025,1018030129,PPT里的重点数据，别再只会标红了！,1676953800,1676945784,222,职业职场,11,506,124,1464,0,1265,32,126,82790,1,0,623.0,128.0,0.0,1899.0,1572.0,37.0,161.0,107529.0,6.0,140668.0,57.0,67841.57894736843,2594.157894736842,1,！,0,1.8660300925925926,12038.818181818182,3,6,0.5,5.954545454545454
394647566,1677116389,1017139718,护理学眼中的护士!双一流医科大学，护理学专业，毕业6年后的生活现状,1676887515,1676887515,135,职业职场,10,41,32,83,0,1024,192,93,27135,1,0,41.0,33.0,0.0,89.0,1072.0,202.0,103.0,29434.0,6.0,371238.0,285.0,165432.9649122807,5909.049122807018,1,。,0,2.6490046296296295,54858.9,0,0,5.277777777777778,23.47222222222222
394675716,1677119490,1016823199,【2月19日题目解析】凉茶的问题,1676783638,1676783638,1021,职业职场,1,53,16,49,0,264,97,47,10957,1,0,54.0,21.0,0.0,51.0,270.0,101.0,48.0,11498.0,6.0,853311.0,120.0,113807.0,1958.1166666666666,0,。,0,3.8871759259259258,25.0,1,3,3.074074074074074,4.185185185185185
394682034,1677116011,1017393546,【立体拼合原创方法-数面法】无空间想象能力秒杀一类黑块型立体拼合,1676898749,1676898749,805,职业职场,10,955,171,3092,0,1658,72,420,30310,1,0,1201.0,211.0,0.0,3801.0,2125.0,88.0,565.0,39474.0,6.0,33403.0,65.0,16180.753846153846,689.0923076923077,1,。,0,2.5146064814814815,39958.7,8,12,0.6382978723404256,2.276595744680851
394698489,1677116579,1016536435,体制内为啥有的领导快退休还在拼命干活,1676884500,1676861377,103,职业职场,3,2,0,8,0,42,2,7,1149,1,0,2.0,0.0,0.0,8.0,42.0,2.0,8.0,1234.0,3.0,30113.0,213.0,5676.591549295775,320.0469483568075,1,。,0,2.686099537037037,46990.333333333336,0,0,0.0,0.0
394701140,1677111500,1018384287,职场中的五种犯傻行为，你踩坑了吗？快来对照！,1677065400,1676962587,74,职业职场,3,6,0,29,0,56,4,5,1043,1,0,6.0,0.0,0.0,44.0,73.0,5.0,13.0,1659.0,5.0,100079.0,2.0,3615057.5,83763.5,0,？,0,0.5335648148148148,42914.333333333336,0,0,0.0,0.75
394771413,1677111614,1020087744,你是交警，高速发生交通事故，有车辆占用应急车道导致救护车过不去，领导让你前去处理，你怎么办？,1677061200,1677051987,124,职业职场,2,0,0,1,0,8,0,1,80,1,0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,109.0,4.0,38380.0,585.0,3430.931623931624,94.64102564102564,0,？,0,0.5834953703703704,1048.0,0,0,0.0,0.0
394774930,1677112896,1019153832,【2023广东省考】申论押题手册！连续两年押中！,1676995378,1676995378,173,职业职场,7,376,54,283,0,307,1275,9,6562,1,0,388.0,81.0,0.0,298.0,325.0,1331.0,11.0,7869.0,5.0,35076.0,183.0,11177.5956284153,192.45355191256832,1,！,1,1.360162037037037,253.28571428571428,474,499,0.9879759519038076,1.034068136272545
394841657,1677111457,1020426901,【旁门左道PPT】什么档次的PPT？值得年薪百万？,1677066650,1677066650,239,职业职场,11,102,7,339,0,657,47,55,13602,1,0,170.0,116.0,0.0,570.0,921.0,61.0,94.0,26178.0,6.0,1963813.0,269.0,158579.89591078067,7793.271375464684,1,？,1,0.518599537037037,12273.272727272728,9,0,0.6,2.8666666666666667
394850106,1677112415,1019700948,Blender中创建程序化得绳索桥,1677035882,1677035882,1471,职业职场,2,2,0,21,0,9,0,0,222,2,0,2.0,0.0,0.0,26.0,11.0,0.0,0.0,268.0,4.0,31653.0,2207.0,409.47122791119165,13.284549161758042,1,。,0,0.8857986111111111,29374.0,0,0,0.0,0.0
394851047,1677113952,1018632722,手机进水,1676973772,1676973772,458,职业职场,6,0,0,1,0,12,2,0,477,1,0,0.0,0.0,0.0,1.0,16.0,3.0,0.0,503.0,5.0,64712.0,457.0,6410.792122538293,345.2144420131291,1,。,0,1.6224537037037037,457190.5,0,0,0.0,0.0
394866044,1677111507,1019639548,体制内摸鱼十年后最大的感悟是什么,1677065100,1677035090,234,职业职场,3,7,0,26,0,32,1,1,1037,1,0,9.0,0.0,0.0,33.0,43.0,2.0,3.0,1364.0,3.0,30113.0,213.0,5676.591549295775,320.0469483568075,1,。,0,0.5371180555555556,46990.333333333336,0,0,0.0,0.0
436878215,1677111078,1010975699,2.16、靠学历分配的时代    早就过去了  醒醒吧！,1677081600,1676552971,118,职业职场,3,0,0,8,0,9,0,3,186,1,0,1.0,1.0,0.0,106.0,139.0,30.0,17.0,2448.0,4.0,31473.0,288.0,5719.034722222223,294.50347222222223,1,！,0,0.34118055555555554,86.66666666666667,0,0,0.0,0.0
437024997,1677121413,1013275556,【2.17直播回放】青少年电子烟问题,1676686930,1676686930,797,职业职场,8,167,54,122,0,318,71,68,10532,1,0,171.0,57.0,0.0,125.0,324.0,72.0,74.0,10997.0,6.0,853311.0,120.0,113807.0,1958.1166666666666,0,。,0,5.028738425925926,7077.625,0,0,0.5652173913043478,5.413043478260869
