video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,是否周末,是否原创_1,是否原创_2,是否合作_0,是否合作_1,有无简介_0,有无简介_1,有无广告_0,有无广告_1,标题样式_。,标题样式_！,标题样式_？,是否周末_False
224254619,1676448260,1006286850,偷偷带着男友复刻远古老照片，他会发现吗？？！,1676365200,1676291439,613,日常,12,8231,1690,3238,0,38281,550,1553,375666,1,0,10384.0,1981.0,0.0,3982.0,48825.0,645.0,2000.0,499674.0,6,891080,70,-0.014285714285714285,-0.014285714285714285,1,？,0,0.9613425925925926,68810.41666666667,1,2,0.3109048723897912,36.05104408352668,False,1,0,1,0,0,1,1,0,0,0,1,1
224255173,1676451485,1004918322,中文空耳杀疯了！粉丝要求唱《浪漫广西》，林俊杰：不是我的歌啊,1676202528,1676202528,155,乐评盘点,11,358,174,2212,0,18427,164,1663,344379,1,0,410.0,209.0,0.0,2471.0,20982.0,183.0,1937.0,381756.0,6,16458,212,-0.0047169811320754715,-0.0047169811320754715,1,！,0,2.8814467592592594,271239.54545454547,0,0,0.49572649572649574,29.384615384615383,False,1,0,1,0,0,1,1,0,0,1,0,1
224255289,1676449026,1005555179,从双非到清北博士，七年感情，互相拖累也互相成就？,1676286000,1676255179,739,日常,11,3744,875,1627,0,10375,670,1389,184538,1,0,4026.0,896.0,0.0,1768.0,11069.0,695.0,1601.0,197720.0,6,563398,224,-0.004464285714285714,-0.004464285714285714,1,？,0,1.886875,27876.18181818182,12,10,2.1939655172413794,20.461206896551722,False,1,0,1,0,0,1,1,0,0,0,1,1
224257041,1676447475,1004954162,再次的重逢！初代御三家回归！【目标是宝可梦大师】,1676204566,1676204566,425,动漫杂谈,10,2459,453,1600,0,11951,309,258,219550,1,0,2554.0,466.0,0.0,1670.0,12483.0,322.0,275.0,236666.0,6,749255,164,-0.006097560975609756,-0.006097560975609756,1,！,0,2.811446759259259,53137.7,0,0,1.070967741935484,18.793548387096774,False,1,0,1,0,0,1,1,0,0,1,0,1
224258578,1676447500,1006047384,【时光音乐会2】情感浓郁到化不开，听希林娜依·高《夏至未至》叙事感满满,1676285293,1676285293,246,音乐现场,10,5839,2012,4813,0,9326,1395,11001,248715,1,0,6709.0,2210.0,0.0,5907.0,11326.0,1649.0,12047.0,311479.0,6,272352,825,-0.0012121212121212121,-0.0012121212121212121,1,。,0,1.8773958333333334,23320.6,0,2,0.5751503006012024,32.206412825651306,False,1,0,1,0,0,1,1,0,1,0,0,1
224259994,1676452695,1006333148,狂猫-之趁驱虫收拾猫德学院想当老大的猫,1676368800,1676292500,225,喵星人,7,5445,496,1049,0,33984,308,206,229627,1,0,6557.0,571.0,0.0,1188.0,40580.0,349.0,264.0,289134.0,6,2182595,275,-0.0036363636363636364,-0.0036363636363636364,0,。,0,0.9710069444444445,168025.7142857143,3,2,0.5603864734299517,35.61835748792271,False,1,0,1,0,1,0,1,0,1,0,0,1
224261872,1676452034,1006338122,全须弥最富有的史莱姆！,1676288377,1676288377,64,手机游戏,6,803,141,14841,0,22337,215,2355,256398,1,0,1720.0,279.0,0.0,24257.0,40086.0,379.0,4208.0,519819.0,6,18489,168,-0.005952380952380952,-0.005952380952380952,1,！,0,1.8941782407407408,217236.16666666666,0,1,0.76,21.496,False,1,0,1,0,0,1,1,0,0,1,0,1
224269269,1676455919,1006494194,从计算机底层认识指针！深入理解C语言指针！,1676295197,1676295198,356,计算机技术,11,2195,274,5464,0,5606,386,492,109494,1,0,2497.0,288.0,0.0,6352.0,6386.0,414.0,558.0,128060.0,6,547904,108,-0.009259259259259259,-0.009259259259259259,1,！,0,1.8602083333333332,151103.18181818182,0,2,1.6217948717948718,7.903846153846154,False,1,0,1,0,0,1,1,0,0,1,0,1
224272279,1676450183,1007272290,鬼：被我看到，可就别想跑了喔,1676367000,1676352033,500,单机游戏,10,3235,1177,3265,0,22779,342,577,180720,1,0,4070.0,1377.0,0.0,4274.0,28258.0,389.0,759.0,242952.0,6,2051589,149,-0.006711409395973154,-0.006711409395973154,1,。,0,0.9627662037037037,471963.8,0,0,0.32945736434108525,34.58914728682171,False,1,0,1,0,0,1,1,0,1,0,0,1
224272607,1676451337,1006716033,【深海】南河同人COS《小丑》,1676305322,1676305322,161,仿妆cos,3,5045,281,2909,0,10709,368,1071,57498,1,0,7776.0,382.0,0.0,4649.0,17028.0,465.0,1754.0,94146.0,6,806,14,-0.07142857142857142,-0.07142857142857142,1,。,0,1.689988425925926,4203.333333333333,19,10,0.424812030075188,11.62781954887218,False,1,0,1,0,0,1,1,0,1,0,0,1
224280177,1676453674,1005089552,常在河边走，哪有不丢鞋！,1676210560,1676210560,125,小剧场,7,3311,803,3405,0,76459,577,616,776487,1,0,3459.0,815.0,0.0,3770.0,80748.0,599.0,652.0,857601.0,6,1227276,332,-0.0030120481927710845,-0.0030120481927710845,0,！,0,2.8138194444444444,482829.28571428574,0,0,0.3686635944700461,17.066820276497698,False,1,0,1,0,1,0,1,0,0,1,0,1
224283189,1676456704,1006606804,流浪大肠计划,1676365200,1676300207,229,鬼畜剧场,11,15151,2023,12669,43,74489,552,12638,763266,1,1,25411.0,2898.0,0.0,22594.0,115863.0,747.0,20732.0,1337183.0,6,3474423,272,-0.003676470588235294,-0.003676470588235294,1,。,0,1.059074074074074,303235.2727272727,0,0,0.683046683046683,62.96805896805897,False,1,0,0,1,0,1,1,0,1,0,0,1
224288720,1676447130,1007697166,"斥巨资3000元!买了5张“坏卡”来维修,但是结果却...",1676377800,1676370970,641,数码,10,4687,1663,732,0,11821,497,324,136286,1,1,6889.0,2128.0,0.0,1089.0,16584.0,648.0,505.0,235430.0,6,801614,153,-0.006535947712418301,-0.006535947712418301,1,。,0,0.8024305555555555,94431.6,9,5,0.7397260273972602,11.89041095890411,False,1,0,0,1,0,1,1,0,1,0,0,1
224290392,1676451692,1007916577,美国火车事故放出大量毒物，会不会传到我国？,1676379829,1676379829,226,科学科普,11,5340,3194,3671,0,53884,3946,7264,727438,1,0,7803.0,4629.0,0.0,5926.0,80609.0,5771.0,11059.0,1182306.0,6,939960,171,-0.005847953216374269,-0.005847953216374269,1,？,0,0.8317476851851852,48280.09090909091,0,0,5.224,136.284,False,1,0,1,0,0,1,1,0,0,0,1,1
224292491,1676447087,1006312388,逗乐了！！黑衣组织最大战犯竟是老二！柯南最新主线1108朗姆拉稀之战,1676287530,1676287530,562,动漫杂谈,8,4559,2158,2722,0,20353,2104,3599,411119,1,0,5011.0,2318.0,0.0,2886.0,21674.0,2276.0,3895.0,456261.0,6,1081725,465,-0.002150537634408602,-0.002150537634408602,1,！,0,1.846724537037037,96216.125,0,0,2.046,65.488,False,1,0,1,0,0,1,1,0,0,1,0,1
224297612,1676454148,1005389711,20万内最大马力汽油车！？,1676253600,1676231627,877,汽车生活,10,8258,3866,2837,0,37136,2093,6501,836590,1,1,8639.0,4010.0,0.0,3002.0,38629.0,2182.0,6961.0,894980.0,6,517752,157,-0.006369426751592357,-0.006369426751592357,0,？,0,2.3211574074074073,53181.2,7,1,1.5811623246492985,8.372745490981965,False,1,0,0,1,1,0,1,0,0,0,1,1
224300037,1676457154,1007665535,“自卑的人啊，往往只剩下温柔了”,1676376000,1676369832,215,MAD·AMV,11,1111,254,1185,0,3657,246,133,22791,1,0,2132.0,306.0,0.0,2425.0,6303.0,423.0,248.0,45076.0,6,784235,327,-0.0030581039755351682,-0.0030581039755351682,1,。,0,0.9392824074074074,136018.36363636365,0,3,1.1623931623931625,8.905982905982906,False,1,0,1,0,0,1,1,0,1,0,0,1
224305185,1676449560,1006170232,成功人士都变态？解码比尔盖茨观后感！,1676283353,1676283353,1228,人文历史,11,10357,3417,3482,0,24645,1029,347,217399,1,0,11508.0,3720.0,0.0,3945.0,28111.0,1084.0,382.0,246166.0,6,3462594,851,-0.0011750881316098707,-0.0011750881316098707,1,？,0,1.9236921296296297,72551.54545454546,0,0,0.33266533066132264,9.3687374749499,False,1,0,1,0,0,1,1,0,0,0,1,1
224308001,1676450802,1005557559,《 奇 怪 的 海 豹 出 现 了 》,1676281200,1676254570,150,搞笑,4,1661,259,808,0,25613,279,305,179122,1,0,1738.0,268.0,0.0,840.0,26835.0,284.0,329.0,191573.0,6,3511839,269,-0.0037174721189591076,-0.0037174721189591076,1,。,0,1.962986111111111,691115.5,1,0,0.5597826086956522,12.777173913043478,False,1,0,1,0,0,1,1,0,1,0,0,1
224308049,1676455189,1007873084,生活就像一道难解的数学公式，有时你可能要用一生寻求答案,1676380348,1676380348,1542,影视杂谈,8,2130,459,764,0,5218,259,260,47812,1,0,3378.0,689.0,0.0,1318.0,9361.0,357.0,448.0,75818.0,6,642390,214,-0.004672897196261682,-0.004672897196261682,1,。,0,0.8662152777777777,137300.625,2,95,0.9926470588235294,9.382352941176471,False,1,0,1,0,0,1,1,0,1,0,0,1
224308663,1676452260,1004854102,警察告诉你电视剧与现实的差距！,1676206500,1676199436,219,野生技能协会,8,4001,799,4347,61,83485,600,829,823539,1,1,4655.0,886.0,0.0,5047.0,95308.0,662.0,1011.0,949902.0,6,286039,73,-0.0136986301369863,-0.0136986301369863,0,！,0,2.8444444444444446,15160.625,0,0,0.6693766937669376,17.227642276422763,False,1,0,0,1,1,0,1,0,0,1,0,1
224310978,1676454764,1005076352,峰哥品尝香港两送饭，物美价廉！老板用普通话说：我是中国人！,1676211405,1676211405,966,出行,9,9569,14836,3040,0,30295,2286,3966,741172,1,0,9891.0,15455.0,0.0,3152.0,31528.0,2331.0,4175.0,800395.0,6,1407809,479,-0.0020876826722338203,-0.0020876826722338203,0,！,0,2.8166550925925926,2137.8888888888887,21,3,3.7254509018036073,41.55110220440882,False,1,0,1,0,1,0,1,0,0,1,0,1
224314479,1676454901,1005262758,『Apex速报』S16角色更新实机展示来啦！狗子/希尔/机器人/恶灵/幻象/命脉,1676240213,1676240213,153,网络游戏,5,749,515,738,0,14133,1151,7676,306831,1,0,778.0,521.0,0.0,768.0,14772.0,1159.0,7738.0,317231.0,6,2135,52,-0.019230769230769232,-0.019230769230769232,1,！,0,2.484814814814815,12030.4,5,1,2.563953488372093,11.706395348837209,False,1,0,1,0,0,1,1,0,0,1,0,1
224316867,1676446605,1005419962,【星际争霸2】IEM卡托维兹2023世界总决赛TIME/Oliveira捧杯夺冠,1676235246,1676235246,168,电子竞技,10,54768,1803,16394,21,75784,5995,32743,1590574,1,1,55677.0,1847.0,0.0,16745.0,77678.0,6111.0,33113.0,1668192.0,6,538766,4967,-0.00020132876988121604,-0.00020132876988121604,1,。,0,2.4462847222222224,27868.7,1,0,3.118,189.538,False,1,0,0,1,0,1,1,0,1,0,0,1
224331719,1676450535,1004736741,【原神整活】没想到你是这样的夜兰！,1676203200,1676195587,128,短片·手书·配音,10,10012,597,17218,0,51267,478,6039,385277,1,0,10706.0,615.0,0.0,18325.0,53484.0,486.0,6353.0,405603.0,6,316944,57,-0.017543859649122806,-0.017543859649122806,1,！,0,2.862673611111111,143410.4,0,1,0.544891640866873,24.51702786377709,False,1,0,1,0,0,1,1,0,0,1,0,1
224336091,1676452819,1007522172,你有多久没带爸妈出去旅行啦？,1676363016,1676363016,96,出行,10,3399,82,1195,0,22051,200,315,127051,1,0,5099.0,117.0,0.0,2083.0,34157.0,254.0,536.0,210480.0,6,251413,63,-0.015873015873015872,-0.015873015873015872,0,？,0,1.039386574074074,104452.4,0,3,0.2545454545454545,23.072727272727274,False,1,0,1,0,1,0,1,0,0,0,1,1
224342930,1676454859,1007214749,如果缺个人过节，就来和兰兰合唱吧？(❤️ ω ❤️),1676348977,1676348977,92,翻唱,7,4044,118,2461,0,14997,759,644,90544,1,0,4424.0,124.0,0.0,2724.0,16324.0,806.0,685.0,106775.0,6,1321326,297,-0.003367003367003367,-0.003367003367003367,1,？,0,1.225486111111111,84331.85714285714,0,0,0.412,7.994,False,1,0,1,0,0,1,1,0,0,0,1,1
224351647,1676450507,1005513892,制裁神父的奥尔加,1676365200,1676254849,376,综合,9,5456,455,2630,0,9573,528,1577,80342,1,0,6622.0,530.0,0.0,3344.0,11744.0,599.0,1982.0,106548.0,6,66291,30,-0.03333333333333333,-0.03333333333333333,1,。,0,0.987349537037037,22359.333333333332,0,2,0.5664739884393064,17.03757225433526,False,1,0,1,0,0,1,1,0,1,0,0,1
224362874,1676456934,1007763596,狗头吧的期末小测试！！！,1676376675,1676376675,574,电子竞技,7,16158,1273,3647,0,43848,725,1308,556472,1,0,20357.0,1543.0,0.0,5117.0,64939.0,833.0,1871.0,838308.0,6,330950,17,-0.058823529411764705,-0.058823529411764705,1,！,0,0.9289236111111111,271555.85714285716,0,1,0.476,30.594,False,1,0,1,0,0,1,1,0,0,1,0,1
224368851,1676454222,1005795566,历 史 上 唯一 一 个 从 南 打 到 北 的 男 人！,1676264834,1676264834,142,影视剪辑,10,3076,399,3402,0,24049,1520,324,400715,1,0,3325.0,426.0,0.0,3780.0,25632.0,1552.0,356.0,437191.0,6,748416,107,-0.009345794392523364,-0.009345794392523364,1,！,0,2.191990740740741,325485.8,2,0,3.2929936305732483,39.37579617834395,False,1,0,1,0,0,1,1,0,0,1,0,1
224404628,1676451212,1008579491,我研究过法律，不能逮捕我！,1676431698,1676431698,399,搞笑,11,2967,893,708,0,22337,586,225,209192,1,0,5009.0,1505.0,0.0,1078.0,37598.0,752.0,419.0,399985.0,6,2089029,250,-0.004,-0.004,1,！,0,0.2258564814814815,419699.2727272727,1,0,0.5818181818181818,16.7974025974026,False,1,0,1,0,0,1,1,0,0,1,0,1
