tag_id,标签名,标签描述,订阅数,使用次数
2565935,启发,,2,1278
861534,升职,,21,3462
308571,国企,,86,15171
521926,PUA,,1110,8963
21339158,唠嗑区,,9,1106
359585,唠嗑,,58,26747
271936,异地,,50,8025
102798,初中,,4997,433085
1699103,事业编,,278,82093
4354658,教师编,,71,3797
47996,冷知识,冷知识指的是琐碎的、庞杂的事情或知识等，或许饶富趣味、并随时充斥在我们的生活周遭，却鲜少人会去注意。和”冷笑话”属于一种另类幽默一样，冷知识非但有用，且更吸引人。这些知识看似有些稀奇古怪，却可以让人增长见识，开阔视野，还能启迪思维，引发强烈求知欲。,144082,323737
31821212,个人成长视频,,0,38
32437077,自我提升视频,,2,36
35819142,如何提高认知,,0,1
35819157,如何防范被骗,,0,1
100339,骗局,,928,75146
2526332,科普一下,,1,6031
11547170,商业骗局,,1,76
311524,运营,,1045,87254
527951,电商,,821,217632
83001,淘宝,,5379,245531
2276345,淘宝卖家,,25,2290
3814352,电商运营,,327,71792
690,导师,,136,19135
636794,自省,,11,951
1719077,结构化面试,,1036,60725
3574915,国考面试,,185,21460
3574916,省考面试,,118,6053
3952384,事业单位面试,,295,12698
7785733,遴选面试,,5,1494
8795904,选调生面试,,2,726
1513366,公务员面试,,1060,48896
9724,毕业,"也许是期盼着毕业的懵懂少年,也许是早已离开校园的&quot;哥哥姐姐&quot;。不管刚刚经历过什么,不管怎样的未来在等待着你,毕业,永远是人生永恒的记忆。希望那些将要毕业和不将要毕业的同学朋友们能珍惜现在所被给予的一切;希望那些早已走出校园的大家永远不要忘记毕业那一刻的回忆!",2280,435721
6578,计算机,,258158,511510
189556,工科生,,3,336
44454,现状,,124,51413
697364,职业规划,,2665,83429
3527690,人物故事,,19,13769
2561468,excel,,373,20698
3321133,excel技巧,,33,5960
4419494,办公技巧,,74,7886
33238755,内行人在身边,,0,5729
4175110,工程造价,,689,41292
5274,计划,,369,49976
11409314,金山文档,,1,224
21852,米其林,,1324,25891
251524,商业,,9735,363516
29538,职业,,563,277292
1501903,餐饮,,159,51181
14211733,遴选备考,,3,783
2502319,遴选,,63,88218
9166179,遴选笔试,,4,1306
15686348,遴选上岸,,0,105
13623827,三极管电路,,0,18
14320463,交越失真,,0,18
35778934,推挽放大电路,,0,1
395571,电子技术,,352,6629
105546,电路基础,,190,916
3862432,电子爱好者,,30,5291
34001,系统,,882,160905
71302,大脑,,1108,20649
1415768,自我提升,,1135,15130
5005584,思维模型,,27,993
7522390,卡尼曼,,0,20
7587848,慢思考,,0,14
230124,华妃,,201,27946
187789,甄嬛传,,22896,122561
164971,甄嬛,,3849,74956
194163,人际关系,,4240,53768
4197424,曹贵人,,3,450
5391370,曹琴默,,10,421
9874696,打工人,,534,58347
12907411,智性恋,,4,357
33322257,产品老曾,,0,19
172297,公司,,107,86587
690061,产品经理,,1779,31703
681050,管理,,475,89699
1332043,升职加薪,,47,5495
6320856,老板思维,,6,5332
13807,科技,,90892,1426723
126561,创新,,344,29345
10015,全球,,49,26242
32126148,分享我的职业故事,,0,19177
178862,星海,,151695,315493
16837767,社死,,460,60816
50720,军人,,3507,152466
138137,逃兵,,6,416
29359,征兵,,98,3157
3397130,军士,,1,141
9818364,大学生入伍,,2,143
129608,浙江省,,8,2622
642609,言语,,58,8876
1466978,联考,,431,52086
1630334,浙江省考,,58,7969
2920630,考前冲刺,,24,2891
640857,表格,,73,10439
104223,WPS,,277,10229
6262166,office办公软件,,12,708
40737,人文,,585330,1603085
40328,读书,,33249,1096077
11147,成长,,1414,370503
1593554,读书分享,,5981,97607
1644106,书单,,6574,44419
2639861,读书笔记,,2588,27270
1307845,体制内,,116,7829
3554913,晋升,,9,2206
5057852,年限,,1,1762
8636,政治,,4169,123240
3161265,一号文件,,24,567
1129266,公考,,2144,293325
949800,三农,,909,433396
347186,时政,,670,21133
2653505,常识判断,,183,10419
2668513,事业单位考试,,935,29118
3971378,事业编制,,11,1633
8859,考试,,296401,2255246
4496538,考公务员,,0,1871
3284362,江苏省考,,117,6804
1615,3D,,57556,751615
2596660,Blender,,1193,66912
362,BGM,"BGM=Back Ground Music,英文中意为背景音乐，指在动漫、游戏、电影、电视剧等多媒体产品中，作Background Music为背景衬托的音乐 ,很多视频如果没有一个好的BGM将会变得很无聊

",146472,942384
107553,背景音乐,,685,76606
9269,建筑,"建筑是人们用泥土，砖，瓦，石材，木材；（近代用钢筋砼，型材）等建筑材料构成的一种供人居住和使用的空间，如住宅，桥梁，厂房、体育馆，窑洞，水塔，寺庙等等。广义上来讲，景观，园林也是建筑的一部分。更广义地讲，动物有意识建造的巢穴也可算作建筑。西哲有云：建筑是凝固的音乐.，建筑是一部石头史书。古罗马建筑家维特鲁威的经典名作《建筑十书》提出了建筑的三个标准：坚固、实用、美观，一直影响着后世建筑学的发展。
建筑构成三要素：建筑功能、建筑技术和建筑艺术形象。",11462,562623
74378,设计,,120683,1163532
926,技术,,8158,444918
222,工程,,1143,280377
610600,BIM,,610,36338
62240,设计师,,1582,72371
2702518,Revit,,125,5060
4428762,BIMBOX,,5,283
50500,欣赏,,34,34430
11948820,签章,,0,6
6512776,单元格,,0,163
335752,PS教程,,446328,231003
2518399,ps,,3101,103623
35827745,ps混和器画笔,,0,1
503751,画笔,,22,1076
2528677,Photoshop,,1167,37735
35071947,设计研习会,,0,8672
13312381,广东省考申论,,4,63
17820920,广东省考常识,,0,16
26264792,2023广东省考,,0,106
3095956,申论大作文,,13,1935
4569602,广东省考,,162,6306
16146806,高中英语优质课,,1,29
16216551,英语考编面试,,0,56
22283238,英语教招面试,,0,42
23759770,高中英语教招面试,,0,24
29220962,高中英语考编面试,,0,22
5847690,高中英语公开课,,21,36
29637561,写公文素材,,0,136
1057934,沟通,,689,36050
1099550,向上,,0,3171
54305,错误,,10,8333
521038,避雷,,66,19242
1063152,汇报,,10,3528
35817945,生活中鲜有人知的小知识,,0,1
545538,回收,,13,36355
9801,黄金,,333,118134
2962678,各行各业,,0,469
7963256,黄金回收,,9,4539
201973,领导力,,53,6407
46428,老板,,182,158959
1648774,张琦,,10,3794
13241440,知识分享官,,124010,3152904
17210344,张燚伟,,5,752
629789,送礼,,24,8582
7149216,职场社交,,6,4132
7520816,bilibili新星计划,,96134,4648559
10511051,打卡挑战,,13574,71324020
1101204,加一,,8,2608
300525,电线,,7,2401
163193,插座,,14,2668
59293,开关,,13,4702
28500938,新手教师不迷茫,,0,89
36140,班主任,,288,27565
48807,学生,,2699,578229
210124,家长,,283,69359
8248,老师,,1418,357636
23374,孩子,,363,364434
3031594,原则,,10,3761
23342807,小学英语教招面试,,0,24
615422,招聘,,361,53280
2287725,教师招聘,,1488,120546
3295847,教师招聘考试,,869,30029
3416134,公招,,6,8307
6698920,英语试讲,,8,545
313069,收入,,420,37053
402702,跑路,,2,6687
192363,辛苦,,22,5233
68439,报社,,2,804
3511945,考编,,296,69004
10646090,简历修改,,2,229
141602,简历,,310,42331
1662169,求职简历,,1,294
5923190,考研失败,,108,1332
9085145,简历包装,,1,28
18148804,春招求职攻略,,0,247
798815,饭局,,35,4914
1727396,为人处世,,117,10763
2630607,酒桌文化,,19,1442
590115,职业选择,,26,2621
3946418,个人成长,,323,20586
35710368,如何作职业规划,,0,1
683751,配色,,293,15310
9681631,李佳琦,,10618,73111
72409,金钱,,149,19609
66605,情感,,11428,5114971
104665,忠诚,,22,9319
222400,想要,,3,11576
638997,付出,,2,7842
725497,体制,,31,33295
1727391,为人处事,,76,3515
141856,显示,,9,3782
35527,显示屏,,69,8645
1213593,电容,,67,2936
495751,故障,,16,10058
343,强大,,21,12875
117649,气场,,120,7195
13323871,高职教师,,3,58
19757873,中职教师,,1,99
2861394,试讲,,334,31643
3678160,职业院校,,1,551
5775,啤酒,,376,38611
29438260,奸商的套路,,0,4
472292,暴利,,39,2274
6737510,临期食品,,20,2685
1742,生活,,201235,23484128
5436850,放大电路,,9,216
11035607,三极管状态判断,,0,2
207281,干货,,9384,409511
2977178,excel函数,,78,1799
1514323,大宝鉴,,9,58
621861,导航,,65,10417
167914,按钮,,15,2083
16906,数码,在这里，我们能找到最具性价比的配置，也能说出牙膏的各种挤法,285096,1356899
7007,手机,,635094,1513552
643783,手机进水,,6,710
316398,进水,,1,931
14932,程序员,,38707,687109
28784,编程,"编程是使用指令操控计算机的过程。操控计算机的指令统称编程语言，并分3大派：机械语言，汇编语言及高级语言。机器语言为低级的2进制码，仅在该机器语言的机器体系上适用，汇器是机械语言的基本翻译，但可读性/兼容性还是很差。高级语言是所有非汇编/机器语言的集合，一般可读性/兼容性更高。高级语言分多类，如：面向过程(Procedure Oriented)，面向对象(Object Oriented),多多重编程范式(Multi-paradigm),函数式(functional)，静态/动态(static/dynamic)等等。机器语言，汇编语言&amp;大部分高级语言都是图灵等价和图灵完备的，也是说机器语言，汇编语言&amp;大部分高级语言都可以模拟单带图灵机，并单带图灵机可以模拟说机器语言，汇编语言大部分高级语言。非图灵完备的计算机语言为DSL(领域特定语言),只适用特定的场合，如latex，yacc及lex。",445721,1255276
774967,分布式,,244,32249
140757,线上,,13,24375
1561111,微服务,,248,31108
2487456,JVM,,72,13000
3803680,高并发,,212,22976
22126,直播,,14564,2044463
807392,复盘,,183,116615
176488,产品,,88368,180856
10238168,互联网大厂,,25,2623
56643,留学生,,3064,168772
63922,打工,,649,173196
371004,身份,,3,14840
368661,出国,,382,75765
9078202,出国打工,,21,2292
2528950,PowerPoint,,154,2060
6384,幻灯片,,105,50304
1641530,工作总结,,3,5083
24687450,技能提升营,,22,144366
39771,高级,,27,34214
35800047,哪些工作会被人工智能取代？,,0,1
1098007,取代,,44,355
2575348,OpenAI,,16,2226
2936976,职业生涯规划,,6,999
35369918,ChatGPT来啦,,0,58628
30020004,文员零基础入门教程,,0,3
520261,办公,,450,44016
6768942,职场办公,,9,666
25994123,23广东省考,,0,303
3175687,PPT设计,,479,10347
3175691,PPT教学,,29,702
60471,数据,,1612,87306
13935,技能,,437,103701
9220936,PPT分享,,2,149
76079,游戏开发,,66610,65738
56033,高中生,,4511,305998
35796762,b站tag有bug,,0,1
7249326,项目经验,,12,203
141406,投资,,11468,1206489
392466,股市,,6522,827896
95615,孙子兵法,,175,9207
434606,兼职,,1992,280722
12051,上班族,,564,202444
3047243,text,,0,158
3391,语文课,,27,507
416313,语文老师,,11,2623
142136,课堂,,160,30280
15762658,英语优质课,,1,188
1091567,英语公开课,,33,646
2530766,报表,,7,2055
1030823,裁员,,72,9383
38296,经验,,380,70098
2652753,前端工程师,,32,2227
3520087,外包,,11,1609
13257825,甘肃选调生,,3,6
2601351,选调生,,179,66932
14237012,2023年,,3,131925
35779149,23年深圳事业单位公告,,0,1
2705766,应届毕业生,,44,2523
2785781,深圳市,,0,2257
7293519,深圳事业单位,,0,115
37547,C++,,2760,68748
1697,教程,,295944,3682394
3013489,OpenGL,,65,1407
16770103,人才引进面试,,24,538
948578,职业生涯,,10,3056
480764,靠谱,,8,58095
409664,职场小白,,10,1399
21552,秒杀,,593,74287
9173,立体,,176,5170
13113142,立体拼合,,0,30
25554,方法,,429,88283
3569656,图形推理,,155,9488
28134,工业,,617,290913
262480,电气,,548,23260
2553843,工业园,,0,392
7552362,负荷计算,,11,362
9183703,工业电气,,15,1033
19316529,线上教中文,,1,26
20349396,线上汉语老师,,11,86
988934,月入过万,,79,2761
806195,对外汉语,,208,7362
5693000,教外国人中文,,2,156
1008731,需要,,1,15357
13066791,唐主任,,2,32
834805,折射,,0,846
379541,人大,,182,4165
93521,潜规则,,298,8589
8117731,卫健委,,3,755
13737,联想,,341,48595
434,键盘,,21857,124471
103638,笔记本电脑,,3350,71991
1339,电脑,,509558,890880
27392,人生赢家,,67,2532
170376,人生感悟,,78,35006
15705,领导,,74,29166
9511,必备,,33,19165
2829610,心得体会,,5,1425
5399,成为,,0,26615
280707,大咖,,12,25415
7838,表现,,1,9408
563703,软弱,,0,819
117698,单位,,2,4352
35837601,高分论据,,0,1
1438485,社会热点,,70,7150
3773166,申论热点,,5,690
5999326,陕西省考,,31,817
8910931,申论预测,,0,69
27544978,热点观察局,,9,66779
35041455,2023陕西省考,,0,8
24958459,有风的地方,,0,1164
361534,每个人,,0,1130
988286,笔试,,153,56522
200149,陕西,,165,45632
6973570,事业单位联考,,55,4432
383528,同事,,15,13183
17646192,公文素材,,1,456
652444,网评,,7,1730
1693568,申论范文,,1,993
3189477,结构化,,103,9147
4116262,写作素材,,51,2980
10863125,土建造价,,53,2445
14162297,GTJ2021,,21,1063
23602413,房建造价,,0,43
1210488,广联达,,502,18239
3395002,造价工程师,,412,70201
4218790,工程预算,,50,2383
5931354,造价课程,,2,112
6767452,造价员,,40,1257
10004987,市政造价,,7,960
2728382,护理学,,231,2481
4746012,双一流,,53,2212
23398408,职业幸福感,,0,13
334689,高中老师,,4,1177
800280,小超人,,4,275
1629433,机电,,185,14963
2279162,建造师,,192,123244
2707313,二级建造师,,2345,197371
2707314,一级建造师,,1575,229745
6169046,导管,,2,937
7238172,机电实务,,37,1738
8777420,二建机电,,74,2758
13444630,#知识分享#,,0,246
13656177,#创业#,,0,321
14346992,#亚马逊#,,1,455
14346994,#跨境电商#,,1,430
15286403,#外贸#,,0,185
1678849,#原创#,,0,346
10446176,#互联网#,,0,289
16532000,#创业交流#,,0,177
16543272,#内容创作#,,0,249
71994,办公室,,152,87820
40936,加班,,83,30244
140909,下班,,4,58130
38234,奋斗,,2966,149112
211866,权力,,30,3511
206856,市长,,10,3796
66849,财经,,360211,1662198
155420,赚钱,,5521,912852
24554557,职场博主,,0,3
16465338,龙华老师,,0,22
1676090,答疑,,11,5752
13760,汽车,,531331,2552556
12576292,视觉控制,,0,27
26334602,4D毫米波雷达,,0,10
272875,自动驾驶,,355,30815
678098,ADAS,,16,661
1611488,激光雷达,,41,2489
10198051,highland,,0,9
15112639,视觉方案,,0,4
30155443,特斯拉又神了,,0,73
687325,流量,,80,55918
8519,努力,,2669,368521
5835726,流量变现,,2,524
10556973,电商干货,,34,11932
11246757,电商人,,1,1085
17953329,电商助理,,1,69
19791805,网店助理,,0,66
21318928,电商商家,,0,15
28711192,淘宝运营助理,,0,17
5790782,网店运营,,7,11143
7984280,电商卖家,,0,73
2669740,数据透视表,,59,1923
587346,消费,,310,25797
32815,财富,,821,67564
5215936,乡镇,,4,3059
3368113,公务员面试真题,,3,196
25046523,2023江苏省考,,0,212
27852328,2023浙江省考,,0,25
25617291,23省考,,0,2417
4689108,面试真题,,10,3356
35690106,2023农村农业,,0,2
149018,常识,,566,41895
2668514,公基,,493,21895
3185523,时政热点,,118,1763
3399412,公务员联考,,2,336
3456034,事业编考试,,93,3124
3396551,所有者权益,,0,44
2582,练习,,552,813258
25935,建模,,7296,248596
24221,自动,,14,64674
19079195,网络热门鉴定,,47,29300
35165293,万物研究所·第八期,,0,141583
15002,技巧,,4629,789020
1755877,职场技能,,20,6750
221,历史,,1021962,2605258
2620955,人民的名义,,15095,39291
16743,统计,,220,18145
2469785,珠三角,,16,1260
6515162,工资待遇,,1,184
4743120,淘宝搜索,,0,488
5542402,淘宝网店,,1,5310
26231,亚洲,,156,17092
155821,首富,,93,16799
50693,富豪,,292,39817
932114,财富自由,,54,4835
8875,自由,,461,92264
14621134,公文材料,,0,223
41927,笑,,21,8074
7714,喜欢,,71,134688
13748608,应付职工薪酬,,0,17
18286385,忙季,,0,2
650944,科目,,0,5119
502154,会计,,2636,182730
134297,审计,,437,21880
2432,事务所,,48,2773
4592008,安永,,15,1354
5207072,底稿,,7,140
5251,科幻,未来是什么样的？,459610,1004032
44171,刘慈欣,中国科幻小说的最主要代表作家，被誉为中国科幻的领军人物。自上世纪九十年代开始发表科幻作品，曾于1999年至2006年连续八年获得中国科幻银河奖，作品因宏伟大气、想象绚丽而获得广泛赞誉。他的科幻小说成功地将极端的空灵和厚重的现实结合起来，同时注重表现科学的内涵和美感，兼具人文的思考与关怀，努力创造出一种具有中国特色的科幻文学样式。,11627,33345
38731,三体,地球往事三部曲(《三体》《三体Ⅱ·黑暗森林》《三体Ⅲ·死神永生》) ，又名“三体三部曲”，是中国著名科幻作家刘慈欣的首个长篇系列，由科幻世界杂志社策划制作，重庆出版集团出版。小说讲述了文革期间一次偶然的星际通讯引发的三体世界对地球的入侵以及之后人类文明与三体文明三百多年的恩怨情仇。地球往事三部曲出版后十分畅销，并深受读者和主流媒体好评，被普遍认为是中国科幻文学的里程碑之作，为中国科幻确立了一个新高度。,84078,133381
263398,摸鱼,,1514,503507
17771293,双区,,0,9
7692256,无领导小组,,30,1052
8926023,广东选调生,,0,349
22509337,公考面试指南,,0,1409
141596,指南,,27,20403
6616662,职场生存,,3,1123
34915142,面试技巧大赏,,0,2014
11794217,租房合同,,0,123
23375565,薅知识,,3,169
389440,租房,,13526,151781
146413,防骗,,804,81225
305605,涨知识,,3416,202889
263299,生活常识,,195,7003
7568317,租房攻略,,39,552
36195,快递,,163,73383
37366,记录,,18530,18027101
8953,银行,,1955,103690
510798,EMS,,5,950
3262005,中国邮政,,29,2021
29760086,随手记录我的生活碎片,,7,1347297
530003,VLOG,,66672,15295852
105564,直男,"在中坚建设公司工作的松鸠健一郎在派对上偶遇用自己丢了的邀请函潜入其中，并且海吃还喝的栗田鸣海。面对他的盘问，鸣海毫无胆怯之意。但一会，松鸠把肚子痛的鸣海慌慌张张的送到医院，但是腹痛的原因竟然只是吃多了。鸣海身上只带了300日元，健一郎替她付了5000日元的诊疗费后，忠告她“好好反省反省，要认真的生活”之后便离开了。
鸣海第二天来到健一郎的公司，居然是拜托健一郎借她5000日元的。健一郎说“没有到借钱的情分”但是有在鸣海的谬论“没情分但有人情啊”之下给了她5000日元。不仅如此，还答应为她介绍工作。
数日后，健一郎听说室内设计师山口达彦缺少一个助手，便将鸣海介绍过去额。鸣海在山口那里得到了工作。但是没过多久，让健一郎摸不清头脑的事发生了。鸣海从山口那里偷了钱，被抓抓进了警察局。",1315,70982
26460363,痕迹识人,,0,750
35193000,绝版恋爱脱单课程1500套,,0,123
108732,生气,,3,18398
19464,老婆,,2106,393284
3226524,王新宇,,18,1112
10294169,内部课程,,2,517
303410,自嘲,,3,1457
3991,能力,,35,22890
52612,官员,,11,2001
23907331,什么是公务员,,0,10
1471393,事业,,50,25368
35728325,北大宿舍夜谈,,0,1
245806,女性主义,,226,4772
2902021,上野千鹤子,,85,995
472020,离职,,47,13751
125228,大道理,,5,895
1146237,唠唠叨叨,,0,850
820772,企业管理,,234,43190
110299,心态,,74,23384
169523,医学,,13887,271918
214931,就业,,675,64408
5432,上学,,107,18352
868987,调节,,0,1522
35620721,聊聊我的人生选择,,0,8152
103502,上班,,108,146130
6419010,金三银四,,20,878
8169670,离职原因,,0,432
11786744,社区食堂,,0,68
1081326,基层公务员,,10,414
1225543,基层,,15,3215
5914086,公务员遴选,,30,28829
1209416,专科,,199,15230
52893,男护士,,11,292
33129,正能量,,39511,1959621
35607798,芮淇讲书堂,,0,5
367996,方法论,,116,2680
2451189,赚钱方法,,11,2957
2689667,创作灵感,,738,871044
219697,年轻人,,389,125259
3178767,安全工程师,,273,15159
4778582,注册安全工程师,,550,10220
11576043,注安,,118,9613
147681,调研,,8,3953
7726062,消费券,,6,1316
15202936,面试考官,,0,31
3361052,招教,,120,6887
2287723,教师编制,,240,20667
21708324,表格核对,,0,6
1000371,VLOOKUP,,10,197
618415,方便,,54,9489
20215,美食,好饿好饿好饿，我真的好饿~,2039951,5513724
19703,零食,,126351,181721
105904,奸商,,105,11674
2793621,利润,,13,3419
7361546,奶酪棒,,10,1139
1237385,苦难,,4,3509
520786,小仙,,0,589
5104,加油,,164,186646
3026081,摇钱树,,0,651
21272331,加油小仙,,1,530
70126,出轨,,1649,133026
31762,罗永浩,,33387,30579
33600,老罗,,153,12143
698583,老罗语录,,38,1233
199215,焊接,,4626,28685
47175,犯罪,,25624,636224
46319,聊天,,780,156004
5025236,Open AI,,1,67
8978094,语言模型,,1,259
24688044,万物研究所,,96,343499
116359,辞职,,170,25650
139293,年终奖,,15,9669
88796,员工,,20,31372
17125674,乡村干部,,0,9
596,上海,,9553,668179
68321,毕业季,,25375,273389
94801,苏州,,456,149524
147124,大城市,,15,3123
12342,杭州,,657,249281
5540558,固定资产,,0,827
35709337,玉器真假鉴定,,0,1
10118557,和田玉真假鉴定,,0,124
16805853,翡翠真假鉴定,,0,14
26145180,元实珠宝鉴定,,0,75
308821,程序,,209,22947
20001379,游戏公司求职,,0,4
29353398,23校招,,0,19
33123343,23届春招,,0,16
35699916,游戏公司大全,,0,1
35699923,春招可投岗位,,0,1
690539,游戏公司,,57,1720
7294018,23届,,0,1220
878860,数控加工,,59,7996
191421,数控,,412,30384
49978,加工中心,,449,44153
