爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1677137512,609819678,1020070475,1933898986,考前小技巧 — 分析推理,公考雷佳音,1677117600,1677051259,342,,职业职场,209,8,推理;行测;经验分享;公务员考试;判断推理;逻辑判断;学习心得;我们都爱搞学习,16528;590549;634574;183540;2784555;2785378;3269802;29142398,34,2,0,63,0,82,8,9,927,1,0,无,无,无
1677137603,779791191,1021217468,32533840,【对啊网】Excel小技巧——Rank家族如何区分,对啊网,1677114633,1677114633,103,更多Excel Word PPT 教程，请下载 对啊课堂app,职业职场,209,10,对啊网;EXCEL;电子表格;办公软件;Office;Excel小技巧;excel基础;EXCEL技巧;excel自学;rank函数,1750118;20736;517509;517507;2549589;3752472;5521718;7383988;8000384;9223879,1,0,0,3,0,6,0,1,1093,1,0,无,无,无
1677137606,609751584,1021216703,32533840,初级会计职称题库每日刷一题|对啊网名师 票据背书,对啊网,1677114564,1677114564,116,更多会计教程，请看置顶评论。,职业职场,209,10,初级会计网课;初级会计题库;2023初级会计;2023年初级会计实务;会计从业资格证;初级会计实务;背书;初级会计证;初级会计备考;会计学基础,12134551;13617340;25821305;29803805;1229280;904184;539334;4962298;8901103;9225420,0,0,0,2,0,8,1,0,440,1,0,https://www.bilibili.com/read/cv18261900?spm_id_from=333.999.0.0,,2023初级会计通关资料包+全套课程（实时更新）
1677137629,224840506,1021189284,508695150,每日即兴英文演讲What are the three top qualities that you look for in a friend?,英文演讲爱好者Scott,1677113280,1677113280,185,"每日即兴英文演讲
What are the three top qualities that you look for in a friend?",职业职场,209,6,英语;英文;演讲;英文即兴演讲;英语口语;英文演讲,8816;8745;2739;25477343;602557;224567,4,0,0,2,0,25,4,0,563,1,0,无,无,无
1677137673,949864097,1021180773,27383767,这些都是以次充好专坑小白的珠宝，不能光听好听的名字，要重品质！,元实珠宝,1677112491,1677112491,80,-,职业职场,209,4,珠宝;小白;翡翠;必剪创作,304169;24878;627934;15775524,2,10,0,3,0,289,17,5,3652,1,0,无,无,无
1677137712,907261750,1021134798,23568088,辞去教师全职做自媒体？我头脑很清醒,苜蓿老师,1677110366,1677110366,283,不会辞职，分享了五个观点,职业职场,209,4,学习;教师;自媒体;是老师，也是UP主！,13160;5213;444411;34407075,93,7,0,82,0,802,72,15,21760,1,0,无,无,无
1677137732,567061638,1014285358,370547437,Creo/proe高尔夫球建模，建模技巧，结构设计，creo教程，proe教程，creo在线教学，一加一教育，佳言老师,Proe与Creo产品设计,1677108000,1676728389,98,更多资料领取方法：点赞，关注+评论，茄薇：creo22，领取,职业职场,209,10,产品设计;一加一教育;creo在线教学;proe;结构设计;creo;proe教程;creo入门到精通;creo教程;creo产品设计,412497;19924228;25377829;2850560;2913659;3341309;3775450;8241278;8415785;8505248,0,0,0,2,0,3,0,0,429,1,0,无,无,无
1677137804,479799567,1020857441,434432409,没录取你，才是学校最大的损失！,建筑小食堂,1677085626,1677085626,228,,职业职场,209,7,学习;考研;大学;考研人哪有不疯的;经验分享;学习心得;校园星发现·up！开学啦,13160;372799;6500;31664105;634574;3269802;34876775,33,70,0,18,0,147,24,27,2384,1,0,无,无,无
1677137831,436878215,1010975699,1453074675,2.16、靠学历分配的时代    早就过去了  醒醒吧！,恒洋底层思维,1677081600,1676552971,118,2.16、靠学历分配的时代    早就过去了  醒醒吧！,职业职场,209,3,学历;强者;富人思维,182953;111099;3561943,1,0,0,38,0,47,11,7,656,1,0,无,无,无
1677137858,992368480,1020700401,18741834,真的要把人逼成这样吗,比例Billie,1677078840,1677078840,429,"咱没有财力做那所谓的公关
群众是有眼睛的 模特心里是清楚的",职业职场,209,7,趣闻;社会;心理;模特;寻找100位内行人对谈;揭秘;趁早知道的职场真相,6874;47798;17126;51266;33186535;8317;34461754,16022,713,0,2463,0,19284,837,571,211018,1,0,无,无,无
1677137952,737306750,1020672659,491307403,跟强哥学人情世故#狂飙 #,公务员干货,1677076049,1677076049,62,-,职业职场,209,11,励志;人物;教育;成功;公务员;公务员考试;强哥;狂飙;人情世故;职场新人进化论;校园星发现·up！开学啦,976;4448;4149;9305;213551;183540;111283;20496;1333735;31947836;34876775,7,0,0,40,0,72,0,11,2108,1,0,无,无,无
1677137959,864865746,1020640452,523437400,【监理】2023监理工程师-水利案例-全书重点-王欣（吕桂军李子豪）,工程一哥666,1677075578,1677075578,380,"喜欢记得帮我三连一下！
喜欢记得帮我三连一下！
喜欢记得帮我三连一下！",职业职场,209,3,水利案例;全书重点;监理工程师,16521255;28007349;4624676,0,0,0,0,0,4,1,0,186,1,0,无,无,无
1677137996,479762165,1020647839,670562659,Excel忽略空格和0求每个月平均销量,山竹Excel表格教学,1677075116,1677075116,389,-,职业职场,209,4,今天也要好好工作;EXCEL;EXCEL教程;EXCEL技巧,34948831;20736;1518432;7383988,3,0,0,39,0,91,5,3,770,1,0,无,无,无
1677138005,224760759,1020570419,289703995,ChatGPT：工作我都能干，做人还得您来,顾招招,1677074535,1677074535,296,ChatGPT的热度居高不下。我问了它一组哲学问题，关于人类将如何失业，AI和人类的关系，哪些人类特质无法被替代，它能否进行理性推断……以及，在情人节前夜，邀请它为我推荐和创作了一些难以评论的爱情诗……,职业职场,209,8,今天也要好好工作;职场;人工智能;人类;互联网;失业;求职;工作,34948831;47481;46183;15727;23901;282741;121660;21316,14,6,0,16,0,43,4,5,379,1,0,无,无,无
1677138009,907352326,1018539150,1366786686,20岁的阶段性要务,飛鳥的日常记录,1677074400,1676968427,247,,职业职场,209,6,学习;人生;20岁;理清思路;职场新人进化论;校园星发现·up！开学啦,13160;3459;110256;7849874;31947836;34876775,127,5,0,1225,0,570,76,56,14433,1,0,无,无,无
1677138017,737365690,1020626479,505949610,一等奖！初中英语优质无生试讲示范！超赞！导入及教学设计非常值得学习！,未来英语面试指导,1677074195,1677074196,1158,一等奖！初中英语优质无生试讲示范！超赞！导入及教学设计非常值得学习,职业职场,209,7,今天也要好好工作;初中英语教招面试;初中英语无生试讲;初中英语公开课;初中英语考编面试;未来英语面试指导;初中英语考编上岸,34948831;10852031;24965778;26421028;30680695;31990452;35858737,2,0,0,14,0,8,0,0,491,1,0,无,无,无
1677138031,267368658,1020597130,595286379,商场电路竣工验收，分闸压线只能一闸一回路，原来是这么回事,勇哥说水电,1677073768,1677073768,120,电工知识，水工知识分享,职业职场,209,7,今天也要好好工作;科普;电路;科学;电工;商场;验收,34948831;5417;148029;1364;723036;134384;2477936,1,0,0,4,0,38,1,0,954,1,0,无,无,无
1677138052,479849120,1020594974,650750845,写材料常用套路词汇编，word文件,职场学习小超人,1677073040,1677073040,64,"文件编码：23612
需要的朋友访问网址：2gw.vip，搜索编码即可获取
各类最新公文写作素材，范文，欢迎访问
写材料常用套路词汇编，word文件",职业职场,209,2,公文写作素材;写材料素材,16499104;26039595,2,0,0,20,0,12,1,7,896,1,0,公文写作素材,,公文写作素材
1677138067,949837666,1019707185,389838895,为什么很多电商博主喜欢讲技术？,照顾酱,1677072600,1677036485,197,"关注照顾，少走弯路。
我是照顾酱，一个90后电商从业者，只给你最接地气的运营建议。

#照顾酱#
#淘宝开店#
#淘宝运营#
#淘宝新手开店#
#如何开网店#
#淘宝如何引流#
#电商运营#
#电商创业#
#防骗指南",职业职场,209,10,如何在淘宝开店;淘宝开店;淘宝运营;淘宝店铺;如何开网店;淘宝新手开店;淘宝开店流程;电商创业;怎么在淘宝开店;开网店,17308714;984407;1511191;1884796;2507822;3525369;3702636;4443566;5777698;5780084,19,0,0,28,0,48,10,3,1298,1,0,无,无,无
1677138088,949750215,1019650028,691475389,一把手刚上任后是如何布局的,易缘老师,1677072300,1677033448,131,一把手刚上任后是如何布局的,职业职场,209,3,职场;人性;人际交往,47481;15402;703146,6,0,0,38,0,70,1,3,1285,1,0,无,无,无
1677138105,907261237,1019998313,1226380111,女人任何时候都不要放弃工作！,许林芳管理思维,1677071700,1677048566,182,,职业职场,209,10,女人;团队;学习;课程;职场;淘汰;时候;开除;放弃;工作,7834;92836;13160;154551;47481;8421;9323;913987;652896;21316,0,1,0,7,0,12,0,4,741,1,0,无,无,无
1677138115,864781080,1020553096,13868436,Excel表格不变形放在Word文档中，我用了2小时，同事2分钟就搞定,Excel从零到一,1677071338,1677071338,209,,职业职场,209,4,表格转换;Excel技巧;办公技能;Word文档,17842858;2840464;4569532;5022122,336,20,0,2044,0,1224,44,87,62136,1,0,无,无,无
1677138122,224778098,1020538160,431886272,Excel技巧：Xlookup再厉害，也没Vlookup组合Match公式强！,Excel自学成才,1677070964,1677070964,254,,职业职场,209,3,EXCEL;搞笑研究所2023;这个班一定要上吗,20736;35027528;35850148,115,3,0,432,0,478,23,40,12417,1,0,无,无,无
1677138172,779769160,1020490061,477343561,储能丨光伏发电丨新能源丨大型储能电站讲解丨光伏发电设计丨王老师,电气设计李老师,1677069403,1677069404,1283,"详细了解课光伏发电程请复制链接地址：https://mp.weixin.qq.com/s/hvxYWBa92MT_y1g1S85FLA
本视频由七彩教育 王老师讲解 光伏发电设计班-此视频是剪辑过的 想学习完整视频联系关注站主~制作不易（希望各位三键套 关注，点赞，收藏） 欢迎咨询联系QQ:2928806725 WX：17896530841",职业职场,209,11,光伏设计;光伏储能;光伏离网;大型储能案例;光伏;光伏发电;新能源;发电;电气设计;职场新人进化论;校园星发现·up！开学啦,15354473;20248706;29999578;35855309;493706;1252481;93187;180965;4224600;31947836;34876775,1,0,0,9,0,3,0,0,95,1,0,无,无,无
1677138227,652329896,1020469159,650750845,公文写作常用28类四字词汇编，537例，word文件,职场学习小超人,1677067915,1677067915,184,"文件编码：10051
需要的朋友访问网址：2gw.vip，搜索编码即可获取
各类最新公文写作素材，范文，欢迎访问
公文写作常用28类四字词汇编，537例，word文件",职业职场,209,3,词汇;公文写作素材;公文写作,937966;16499104;2669928,27,0,0,162,0,64,2,14,1082,1,0,公文写作素材,,公文写作素材
1677138247,224779284,1020458048,483104896,假如我给客户写封信，哈哈哈哈哈,Morry唠唠叨叨,1677067348,1677067348,107,-,职业职场,209,2,外贸人;外贸业务员,7499468;10288344,19,2,0,10,0,155,26,6,2297,1,0,无,无,无
1677138255,907367362,1020276244,543931674,什么是让面试官乖乖束手就擒的谈薪话术？打工人一定要收藏！,马力在知群,1677067200,1677059901,158,不会谈薪的打工人，不是合格的打工人,职业职场,209,10,职场;谈薪;互联网;面试技巧;月薪;求职;找工作;面试;职场干货;互联网人互助指南,47481;13083043;23901;487920;147123;121660;49526;32613;6658122;35822772,6,2,0,78,0,92,12,5,3088,1,0,无,无,无
1677138584,394841657,1020426901,395619513,【旁门左道PPT】当年薪五万碰上年薪百万做的PPT…,旁门左道PPT,1677066650,1677066650,239,视频提到的PPT快捷工具、10000个图标素材，还有61张形状修饰模板，快去公众号【旁门左道PPT】回复：PPT加油包，领取哈,职业职场,209,11,今天也要好好工作;知识;职场;PPT;九转大肠;年薪;PPT模板;PPT教程;ppt教学;职业职场;我最值得分享的职场经验,34948831;10009;47481;27233;910493;744179;1607676;2493557;7574155;7692257;35048902,120,38,0,413,0,748,53,77,17924,1,0,https://b23.tv/mall-Qlyht-rzHjloMp7o,淘宝,旁门左道3天PPT专题实战训练营
1677138602,524870895,1019665058,1302166373,面试谎言？被开除的原因是什么【职场导师Don】,职场导师Don,1677066240,1677034221,606,我是专注为大家解决职场问题的职场导师Don Georgevich，觉得有用就一键三连吧~,职业职场,209,11,职场;寻找100位内行人对谈;面试;开除;面试技巧;原因;工作;求职;经验分享;找工作;趁早知道的职场真相,47481;33186535;32613;913987;487920;82389;21316;121660;634574;49526;34461754,2,0,0,6,0,17,0,0,176,1,0,无,无,无
1677138609,864847964,1020425701,387418363,单if条件判断-Excel函数入门到实战制作自动化报表模板)之(七),Excel办公自动化,1677065994,1677065994,208,单if条件判断-Excel函数入门到实战制作自动化报表模板)之(七),职业职场,209,11,机械;今天也要好好工作;视频教程;Excel数据可视化;自动化;EXCEL;EXCEL教程;办公自动化;EXCEL函数;EXCEL技巧;office办公技巧,5152;34948831;28310;21288606;165769;20736;1518432;3526074;5543482;7383988;10311964,4,0,0,11,0,14,2,0,192,1,0,无,无,无
1677138624,394701140,1018384287,1849973655,职场中的五种犯傻行为，你踩坑了吗？快来对照！,刘老师职场与考编讲座,1677065400,1676962587,74,,职业职场,209,3,职场;情商;人际,47481;571843;3002461,6,0,0,36,0,70,5,11,1410,1,0,无,无,无
1677138627,949753288,1020409228,1068488454,模仿只是第一步哦,求职找土豆,1677065337,1677065337,62,-,职业职场,209,5,今天也要好好工作;大学生;校招;应届生;春招,34948831;34356;1520859;1704503;3473023,54,10,0,305,0,3734,40,9,31291,1,0,无,无,无
1677138631,394866044,1019639548,691475389,体制内摸鱼十年后最大的感悟是什么,易缘老师,1677065100,1677035090,234,体制内摸鱼十年后最大的感悟是什么,职业职场,209,3,职场;人性;人际交往,47481;15402;703146,9,0,0,29,0,39,2,1,1176,1,0,免费领取,,免费领取
1677138637,352339319,1019987415,1226380111,我第一次开除小白兔的经历，希望能带给你启发,许林芳管理思维,1677064800,1677048405,258,,职业职场,209,10,原创;淘汰;职场;创业;团队;小白兔;希望;经历;开除;启发,536;8421;47481;128384;92836;148121;9265;426889;913987;2565935,4,7,0,46,0,123,12,18,2781,1,0,无,无,无
1677138654,524802903,1020356575,507910480,8年国企人：原来我一直用学生思维看待升职逻辑,音小音,1677063625,1677063625,344,-,职业职场,209,4,今天也要好好工作;职场;升职;国企,34948831;47481;861534;308571,1182,297,0,2290,0,3531,375,918,88176,1,0,无,无,无
1677138661,822309831,1020184463,574298442,异地初中女教师，月薪4600，工作辛苦经常被PUA,一不小心哥,1677063601,1677057712,224,异地初中女教师，月薪4600，工作辛苦经常被PUA,职业职场,209,11,PUA;唠嗑区;寻找100位内行人对谈;唠嗑;异地;教师;初中;月薪;事业编;教师编;趁早知道的职场真相,521926;21339158;33186535;359585;271936;5213;102798;147123;1699103;4354658;34461754,26,6,0,21,0,165,58,10,5746,1,0,无,无,无
1677138667,992290912,1019000030,516973958,我将在 24 小时内删除此视频...谁能看到它。或者……是你？,KLB读书会,1677063600,1676993434,425,在接下来的几个小时内，我将删除该视频。所以如果你正在看这个视频，你就是少数幸运的人之一，谁能看到它。或者……是你？,职业职场,209,11,趣闻;今天也要好好工作;冷知识;个人成长视频;自我提升视频;如何提高认知;如何防范被骗;骗局;认知;科普一下;商业骗局,6874;34948831;47996;31821212;32437077;35819142;35819157;100339;569849;2526332;11547170,15,7,0,53,0,107,0,14,1815,1,0,无,无,无
1677138737,524854577,1020316402,470909303,想做好电商必备的三个条件 零基础学电商-28课,老吴运营日记,1677061766,1677061766,164,,职业职场,209,7,运营;电商;淘宝;淘宝开店;淘宝运营;淘宝卖家;电商运营,311524;527951;83001;984407;1511191;2276345;3814352,4,0,0,2,0,17,4,1,742,1,0,无,无,无
1677138743,224857623,1020300743,471285754,人最大的导师就是自己，多自省多认识自己，总会找到答案,职场小咸鱼,1677061529,1677061529,223,-,职业职场,209,4,导师;寻找100位内行人对谈;自省;趁早知道的职场真相,690;33186535;636794;34461754,53,1,0,108,0,146,12,16,2081,1,0,无,无,无
1677138747,224842656,1020314479,2058280933,一道题教你学：基层应急处突思维（示范答题）,鑫鑫与公考,1677061353,1677061354,209,-,职业职场,209,8,公务员考试;公务员;结构化面试;国考面试;省考面试;事业单位面试;遴选面试;选调生面试,183540;213551;1719077;3574915;3574916;3952384;7785733;8795904,0,0,0,14,0,19,2,1,933,1,0,无,无,无
1677138753,394771413,1020087744,1736468798,你是交警，高速发生交通事故，有车辆占用应急车道导致救护车过不去，领导让你前去处理，你怎么办？,金标尺面试观,1677061200,1677051987,124,,职业职场,209,2,公务员面试;结构化面试,1513366;1719077,0,0,0,1,0,8,0,1,94,1,0,无,无,无
1677138765,479776756,1020304887,295347600,武汉985院校，4个传统工科硕士，真实的就业和薪资情况,那些无名之辈,1677060977,1677060977,166,武汉985本硕，传统工科生，2023年毕业,职业职场,209,10,职场;毕业;考研;计算机;大学;求职;工科生;现状;职业规划;人物故事,47481;9724;372799;6578;6500;121660;189556;44454;697364;3527690,52,60,0,134,0,1126,349,67,31631,1,0,无,无,无
1677138791,907261469,1020294072,480423911,表格内文字如何快速标注拼音...不！是单独列出拼音~,秋叶Excel,1677060608,1677060608,78,,职业职场,209,7,职场;寻找100位内行人对谈;excel;excel技巧;办公技巧;office办公技巧;内行人在身边,47481;33186535;2561468;3321133;4419494;10311964;33238755,0,1,0,25,0,104,5,0,1047,1,0,https://b23.tv/zzbmCw0,,精选福利
1677138809,567348113,1019711395,486242758,老造价五分钟就能找到工作，做造价一定要万事留一线！任何分包单位不是看起来这么简单的。,造价猫大洋,1677060032,1677037167,601,"299视频教程，永久免费答疑，入门到精通
微信：blackandboy
百度：造价猫
官网：zaojiamao.cn",职业职场,209,1,工程造价,4175110,12,4,0,24,0,77,19,3,1695,1,0,无,无,无
1677138815,992312731,1019819640,474596369,逼自己一个月找到工作！应届生春招技巧大全,金山文档,1677060000,1677049383,99,"模板领取方式：关注金山文档，私信“春招模板”
希望文档的内容可以对大家的求职有所帮助！
有任何使用上的问题也欢迎大家随时私信哦~",职业职场,209,10,今天也要好好工作;知识;计划;求职;面试;校招;应届生;春招;职业职场;金山文档,34948831;10009;5274;121660;32613;1520859;1704503;3473023;7692257;11409314,10,11,0,9,0,24,3,10,1007,1,0,无,无,无
1677138823,737335673,1019590287,1663915898,12颗米其林的中式餐饮创始人有这三个特质,闪闪发光的老高,1677060000,1677030816,175,,职业职场,209,7,今天也要好好工作;职场;米其林;工作;商业;职业;餐饮,34948831;47481;21852;21316;251524;29538;1501903,4,1,0,4,0,16,6,0,402,1,0,无,无,无
1677138857,394357493,1006347117,1616372839,2.22遴选申论｜2023年要上岸的朋友！速冲！（一整年考点）,公务员遴选申论,1677060000,1676291004,615,-,职业职场,209,6,遴选备考;申论;省考;遴选;遴选笔试;遴选上岸,14211733;1140770;1620185;2502319;9166179;15686348,21,2,0,53,0,62,9,14,1530,1,0,无,无,无
1677138905,992209069,1017455048,651321342,"401-交越失真,推挽放大电路中对管交替工作中产生的失真",电子电工黄超想,1677059100,1676900913,132,音频功放后级输出经常使用推挽放大电路，其中对管交替工作中产生的失真称为交越失真。增大对管静态电流或加大负反馈深度都能减少交越失真。,职业职场,209,6,三极管电路;交越失真;推挽放大电路;电子技术;电路基础;电子爱好者,13623827;14320463;35778934;395571;105546;3862432,0,0,0,2,0,19,2,0,402,1,0,无,无,无
1677138941,779849542,1019973254,1226380111,团队要淘汰这三种人,许林芳管理思维,1677058200,1677047829,99,,职业职场,209,5,创业;团队;职场;淘汰;原创,128384;92836;47481;8421;536,1,0,0,12,0,20,6,4,1145,1,0,无,无,无
1677138951,482371011,1020235509,385126080,51% 卡尼曼双系统,圆中的猫头鹰,1677058093,1677058093,260,,职业职场,209,9,今天也要好好工作;系统;大脑;学习;认知;自我提升;思维模型;卡尼曼;慢思考,34948831;34001;71302;13160;569849;1415768;5005584;7522390;7587848,67,3,0,183,0,191,15,21,2582,1,0,无,无,无
1677138962,309790360,1019390118,512063561,智性恋鼻祖曹琴默的职场沉浮启示录｜高玩的聪明与清醒【钱婧】,钱婧老师,1677057900,1677014826,619,甄嬛系列又来了！曹琴默真的是被甄嬛一两句话杀死的吗？智性恋鼻祖是怎么混自己的职场的？今天呢，我们聊一下与虎谋皮的高端玩家曹琴默，,职业职场,209,10,今天也要好好工作;职场;华妃;甄嬛传;甄嬛;人际关系;曹贵人;曹琴默;打工人;智性恋,34948831;47481;230124;187789;164971;194163;4197424;5391370;9874696;12907411,103,65,0,90,0,328,21,21,4140,1,0,无,无,无
1677138983,479757484,1020202753,1150472191,连合理的拒绝都不会，还怎么在职场混？,产品老曾,1677057372,1677057372,298,,职业职场,209,10,今天也要好好工作;职场;产品老曾;工作;求职;公司;产品经理;管理;升职加薪;老板思维,34948831;47481;33322257;21316;121660;172297;690061;681050;1332043;6320856,469,49,0,892,0,1347,122,308,50038,1,0,无,无,无
1677139029,694852237,1019584567,510459330,欧洲“扫地僧”助力华为新员工,华为招聘,1677056400,1677037685,106,,职业职场,209,5,科技;寻找100位内行人对谈;创新;全球;分享我的职业故事,13807;33186535;126561;10015;32126148,2,0,0,6,0,67,4,2,1520,1,0,无,无,无
1677139051,267322061,1020140848,286925403,【征兵】征兵到哪一步不能后悔？未授衔可以全身而退吗？,特种吃货Seven,1677056011,1677056011,179,服从命令，听从指挥,职业职场,209,10,知识;职场;星海;科普;社死;军人;逃兵;征兵;军士;大学生入伍,10009;47481;178862;5417;16837767;50720;138137;29359;3397130;9818364,80,121,0,84,0,1289,225,21,19694,1,0,无,无,无
1677139118,907361473,1019962981,613161302,正确率18%的23浙江省考真题,公考讲师刘文波,1677054300,1677047088,278,亲，如果觉得不错的话，强烈推荐加入我们完整课程→【2023公考笔试高分培优课】，点击评论区置顶链接即可购买！同样是报班，为什么不选择一个老师更好的呢？我等你，加油！上岸,职业职场,209,10,浙江省;公务员;公务员考试;言语;考前;行测;联考;省考;浙江省考;考前冲刺,129608;213551;183540;642609;907682;590549;1466978;1620185;1630334;2920630,2,3,0,16,0,23,3,3,1441,1,0,无,无,无
1677139128,822305756,1019633988,691475389,女人不管在哪里上班也要记住这8个道理,易缘老师,1677054000,1677034132,77,女人不管在哪里上班也要记住这8个道理,职业职场,209,3,职场;人性;人际交往,47481;15402;703146,0,0,0,16,0,21,1,2,576,1,0,免费领取,,免费领取
1677139169,567305899,1019721463,1736468798,同事之间处理好关系很重要，请问你怎么处理与同事的关系？,金标尺面试观,1677052800,1677037661,146,,职业职场,209,2,面试;结构化面试,32613;1719077,0,0,0,1,0,6,2,2,88,1,0,无,无,无
1677139195,224760645,1020105583,2146236937,Exce表格中，如何使用sumif函数进行跨表求和，并做静态化设置？,Office办公三剑客,1677052753,1677052753,103,Exce表格中，如何使用sumif函数进行跨表求和，并做静态化设置？,职业职场,209,10,今天也要好好工作;职场;表格;WPS;EXCEL教程;Office;Word文档;EXCEL函数;office办公软件;EXCEL技巧,34948831;47481;640857;104223;1518432;2549589;5022122;5543482;6262166;7383988,2,0,0,26,0,31,0,0,895,1,0,无,无,无
