video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,是否周末,是否原创_1,是否原创_2,是否合作_0,是否合作_1,有无简介_0,有无简介_1,有无广告_0,有无广告_1,标题样式_。,标题样式_！,标题样式_？,是否周末_False,日均播放,日均点赞,日均硬币,日均评论,日均弹幕,日均分享,日均收藏,y,24h后播放增量,发布时间星期,发布时间
266485929,1676512959,997021116,你想成为谁，就去扮演谁,1676371800,1675742221,5.2574953720277815,职业职场,1,16,0,103,0,221,10,16,1449,1,0,16.0,0.0,0.0,123.0,252.0,12.0,18.0,1723.0,5.0,11.615184174998967,4.927253685157205,-0.0072463768115942,-0.0072463768115942,0,。,0,1.6337847222222222,10.059080049588058,0.0,0.0,0.10536051565782635,1.2685113254635072,False,1,0,1,0,1,0,1,0,1,0,0,1,6.787729703508535,4.914628961748404,2.378917409670094,1.9630141023125252,0.0,2.378917409670094,4.159567250364929,5.616771097666572,274.0,2,2023-02-14 18:50:00
266507665,1676527653,999862469,优秀员工对老板爱答不理,1675913406,1675913406,4.867534450455582,职业职场,5,0,0,15,0,55,4,6,2390,1,0,0.0,0.0,0.0,16.0,57.0,4.0,6.0,2499.0,4.0,10.560074477784271,6.769641976852503,-0.0011481056257175,-0.0011481056257175,0,。,0,7.109340277777778,10.202265339242958,0.0,0.0,0.28768207245178085,0.6931471805599453,False,1,0,1,0,1,0,1,0,1,0,0,1,5.817639193351089,2.167486933104521,0.0,0.4463767693758593,0.0,0.6119155228737517,1.1345907046668964,4.700480365792417,109.0,4,2023-02-09 11:30:06
266655851,1676521953,1001387884,你和小张共同处理一项工作，已经进行到一半了，你们发现工作内容出现了偏差，你认为应该全部推倒重来，小张认为可以部分纠正，此时你该怎么办？,1676102700,1676007467,4.919980925828125,职业职场,2,0,0,7,0,8,0,1,324,1,0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,340.0,4.0,10.55297016060981,6.354370040797351,-0.0017391304347826,-0.0017391304347826,0,？,0,4.852465277777778,10.785580137030307,0.0,0.0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1,4.2012566352895595,0.9740487628482447,0.0,0.0,0.0,0.18737610697537949,0.8930490057597842,2.833213344056216,16.0,6,2023-02-11 16:05:00
266681041,1676521704,1001807981,跨级晋升后级别比领导高，如何相处？,1676107800,1676022006,5.170483995038151,职业职场,7,19,2,21,0,150,5,1,3551,1,0,19.0,2.0,0.0,22.0,159.0,5.0,1.0,3885.0,5.0,11.08047962853029,4.962844630259907,-0.0069930069930069,-0.0069930069930069,0,？,0,4.790555555555556,9.824281994355154,0.0,0.0,0.0,1.791759469228055,False,1,0,1,0,1,0,1,0,0,0,1,1,6.608338145875019,3.4754265616033084,1.6026422894565018,0.7147718151120449,0.34888637082493834,0.18958185078699785,1.6833619741036607,5.814130531825066,334.0,6,2023-02-11 17:30:00
266691429,1676523777,1001307589,【国聘求职小课堂】回答爱好和崇拜的人,1676023440,1676000484,4.23410650459726,职业职场,4,0,0,8,0,29,2,0,418,1,0,0.0,0.0,0.0,8.0,29.0,2.0,0.0,442.0,3.0,11.158234266392649,4.990432586778736,-0.0068027210884353,-0.0068027210884353,0,。,0,5.7909375,12.978959988001302,0.6931471805599453,0.0,0.6931471805599453,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1,4.279187236948565,1.7930627406232629,0.0,0.2966670036635979,0.0,0.0,0.8677174779646194,3.2188758248682006,24.0,5,2023-02-10 18:04:00
266692876,1676521428,1002981145,年轻人必须知道的7大反夸万能公式！,1676116800,1676095368,4.955827057601261,职业职场,11,978,36,4597,0,3906,139,199,41331,1,0,1007.0,37.0,0.0,4700.0,4022.0,142.0,202.0,42415.0,6.0,11.504701742670255,5.049856007249537,-0.0064102564102564,-0.0064102564102564,1,！,0,4.683194444444444,12.167803733815614,1.3862943611198906,1.0986122886681098,0.6268977950187447,2.1741688010362936,False,1,0,1,0,0,1,1,0,0,1,0,1,9.085387652031322,6.7274869170714515,5.346306333130816,3.423630386674102,2.161834643582238,3.7725853676479097,6.890196976702138,6.98933526597456,1084.0,6,2023-02-11 20:00:00
266751036,1676517792,1005014673,114-为什么现在的年轻人都不结婚不生娃了。,1676206603,1676206603,4.736198448394496,职业职场,10,4,3,17,0,239,16,3,7042,1,0,6.0,4.0,0.0,29.0,323.0,23.0,3.0,8956.0,5.0,11.242637893847201,4.976733742420574,-0.0068965517241379,-0.0068965517241379,1,。,0,3.601724537037037,1.547562508716013,0.0,0.0,0.9985288301111273,1.455287232606842,False,1,0,1,0,0,1,1,0,1,0,0,1,7.578234730889195,4.210008336220452,0.7469623654937049,1.6942047801235982,0.6059181395658381,0.6059181395658381,1.7439620188559417,7.557472901614746,1914.0,7,2023-02-12 20:56:43
266818909,1676513437,1007077018,你认为和领导、同事相处最重要的是什么？,1676361600,1676342862,4.653960350157523,职业职场,2,0,0,5,0,8,0,0,385,1,0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,399.0,4.0,10.55297016060981,6.354370040797351,-0.0017391304347826,-0.0017391304347826,0,？,0,1.7573726851851852,10.785580137030307,0.0,0.0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1,5.389423433070982,1.714203270877822,0.0,0.0,0.0,0.0,1.3468142572540431,2.70805020110221,14.0,2,2023-02-14 16:00:00
266841159,1676511092,1007177689,无货源店群是骗人的坑吗？,1676433600,1676346910,4.736198448394496,职业职场,8,0,0,2,0,10,6,0,417,1,0,0.0,0.0,0.0,2.0,12.0,8.0,0.0,544.0,6.0,10.55781593916244,5.707110264748875,-0.0033222591362126,-0.0033222591362126,0,？,0,0.8968981481481482,7.73718007783463,0.6931471805599453,0.0,0.5596157879354227,0.5596157879354227,False,1,0,1,0,1,0,1,0,0,0,1,1,6.141899192384112,2.4972911457572784,0.0,2.039884737366796,0.0,0.0,1.1724535310562199,4.852030263919617,127.0,3,2023-02-15 12:00:00
266852550,1676516922,1005309747,我问chatGPT懂不懂中国的人情世故... 人工智障...,1676259900,1676231925,4.574710978503383,职业职场,6,8,114,57,0,206,75,25,15596,1,0,10.0,118.0,0.0,71.0,247.0,90.0,29.0,19177.0,6.0,10.612286601034295,3.9512437185814275,-0.0192307692307692,-0.0192307692307692,1,。,0,2.9747916666666665,10.075407982439202,1.791759469228055,1.3862943611198906,0.5753641449035618,1.6094379124341003,False,1,0,1,0,0,1,1,0,1,0,0,1,8.564595741568175,4.252039622120953,1.3054269677106847,3.266211582159469,3.6717844472090433,2.2411297985105363,3.0037503265158274,8.183676582620658,3581.0,1,2023-02-13 11:45:00
266859121,1676515105,1006002396,淘宝运营：谁说标品没有溢价空间？看看我对象给我买了啥……,1676291400,1676273155,4.77912349311153,职业职场,10,5,0,12,0,31,12,1,860,1,0,5.0,0.0,0.0,13.0,33.0,12.0,1.0,940.0,5.0,10.905185041352151,6.202535517187923,-0.0020242914979757,-0.0020242914979757,1,？,0,2.5891782407407407,5.156177599386914,1.3862943611198906,0.0,0.4054651081081644,0.11778303565638346,False,1,0,1,0,0,1,1,0,0,0,1,1,5.805591845447834,2.562863395123341,1.075382773069234,1.7289394936902671,0.0,0.3265827301977088,1.7289394936902671,4.394449154672439,80.0,1,2023-02-13 20:30:00
266907668,1676511068,1008563511,江浙真题4--评价对话，及新人怎样融入团队？,1676433900,1676432930,5.117993812416755,职业职场,5,12,0,8,0,19,4,2,458,1,0,12.0,0.0,0.0,14.0,24.0,4.0,2.0,609.0,5.0,11.182252380713352,5.631211781821365,-0.003584229390681,-0.003584229390681,1,？,0,0.8931481481481481,7.174877437468557,0.6931471805599453,0.0,0.5108256237659906,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1,6.239871996597579,3.1033781707606996,2.6696988314338506,1.7008387019016435,0.0,1.1753480463429313,2.298283921724035,5.0238805208462765,151.0,3,2023-02-15 12:05:00
309014625,1676528832,998944046,菜品出品不稳定？ 餐饮集团老板出新招！,1675858500,1675851173,5.420534999272286,职业职场,9,14,3,26,0,100,40,12,6619,1,0,16.0,3.0,0.0,27.0,103.0,40.0,12.0,6747.0,6.0,12.283778779386138,3.912023005428146,-0.02,-0.02,0,？,0,7.758472222222222,9.313127579514882,0.0,0.0,0.5596157879354227,1.8325814637483102,False,1,0,1,0,1,0,1,0,0,0,1,1,6.748914143886537,2.631106918172916,1.0312177729146759,1.8173710436933754,0.3269081216378544,0.9347969364090885,1.470445978390279,4.859812404361672,128.0,3,2023-02-08 20:15:00
309046985,1676528654,998776681,领导绝不提拔的8种人,1675864080,1675843256,4.574710978503383,职业职场,8,68,0,284,0,365,21,39,10153,1,0,68.0,0.0,0.0,291.0,370.0,21.0,39.0,10401.0,4.0,10.580860978980033,4.941642422609304,-0.0071428571428571,-0.0071428571428571,1,。,0,7.691828703703703,9.707936368870474,0.0,0.0,0.5596157879354227,2.100060828882572,False,1,0,1,0,0,1,1,0,1,0,0,1,7.185365949231952,3.880593323581292,2.2865116533999474,1.3164538100008683,0.0,1.8034106170710447,3.6355393057404743,5.517452896464707,248.0,3,2023-02-08 21:48:00
309048869,1676525530,1000276103,许老师想跟女生说的几句话,1675948500,1675930685,5.0106352940962555,职业职场,4,14,0,119,0,213,6,21,6400,1,0,14.0,0.0,0.0,123.0,222.0,6.0,21.0,6657.0,4.0,10.560074477784271,6.769641976852503,-0.0011481056257175,-0.0011481056257175,0,。,0,6.678587962962963,9.462576597493666,0.0,0.0,0.0,0.6931471805599453,False,1,0,1,0,1,0,1,0,1,0,0,1,6.8651466869336755,3.4932589318853657,1.1301921845739935,0.6410080010062961,0.0,1.4217525341354418,2.9348211762932293,5.552959584921617,257.0,4,2023-02-09 21:15:00
309194779,1676518881,1004359197,社死届的天花板【拒服兵役】,1676177629,1676177629,5.634789603169249,职业职场,10,741,1887,874,0,13986,2377,671,324139,1,0,777.0,1979.0,0.0,945.0,14749.0,2502.0,711.0,345865.0,6.0,11.76383203230939,3.9318256327243257,-0.0196078431372549,-0.0196078431372549,1,。,0,3.9496759259259258,12.215686286046145,0.0,0.6931471805599453,1.600195331067168,3.678879622035603,False,1,0,1,0,0,1,1,0,1,0,0,1,11.315294183642814,8.172460939029103,5.2396831355274545,6.4016211790972575,6.1712009244129185,5.141004602431569,5.403955743801537,9.98631100573524,21726.0,7,2023-02-12 12:53:49
309198334,1676516845,1003935341,为什么有的人心眼不坏但说话难听？赞美别人是一种能力，当它是工具，就很生硬,1676260800,1676164323,4.605170185988092,职业职场,5,26,5,114,0,351,13,21,5065,1,0,26.0,5.0,0.0,126.0,375.0,14.0,21.0,5552.0,6.0,12.555090851319905,4.663439094112067,-0.0094339622641509,-0.0094339622641509,0,？,0,2.963483796296296,10.717404415391002,0.0,0.0,0.44183275227903923,1.8803128665695001,False,1,0,1,0,1,0,1,0,0,0,1,1,7.443743882210945,4.78282822022348,2.2796703226440287,1.6839383167055197,0.9885010324892962,2.0901656287189807,3.6754962473060724,6.1903154058531475,487.0,1,2023-02-13 12:00:00
309247705,1676523629,1001894658,2000亿的市场？成人用品行业有多神秘？【有调评测】,1676028058,1676025106,6.674561391814426,职业职场,8,175,101,90,0,353,33,48,3348,1,0,177.0,104.0,0.0,92.0,365.0,33.0,51.0,3438.0,6.0,10.907257885099419,3.2188758248682006,-0.04,-0.04,1,？,0,5.735775462962963,12.35952468851039,0.0,0.6931471805599453,0.2657031657330057,1.4392167625742331,False,1,0,1,0,0,1,1,0,0,0,1,1,6.36939547430785,4.135863158708767,3.45031320334022,1.9100406462789499,2.9236334349960926,2.2373560321327113,2.8148691005896924,4.51085950651685,90.0,5,2023-02-10 19:20:58
309256051,1676516400,1005991937,【公考那些事】6个常见的问题，一起唠几句！,1676273860,1676273860,5.8916442118257715,职业职场,7,277,17,352,0,785,258,140,21682,1,0,296.0,17.0,0.0,385.0,842.0,272.0,157.0,23725.0,6.0,13.647077705055041,4.727387818712341,-0.0088495575221238,-0.0088495575221238,0,！,0,2.807175925925926,8.70077585743947,1.6094379124341003,0.0,2.119086373027076,2.765208614942159,False,1,0,1,0,1,0,1,0,0,1,0,1,8.952058732802602,5.637074389893549,4.601921739109772,4.531602375308727,1.9538653231247167,3.929316330806394,4.839395506082627,7.622663951323595,2043.0,1,2023-02-13 15:37:40
309275773,1676513003,1007702036,debuff叠满!四川二本，同宿舍8个旅游管理女生，毕业2年半现状,1676370691,1676370691,5.236441962829949,职业职场,10,62,71,153,0,1525,455,157,64165,1,0,64.0,87.0,0.0,191.0,1774.0,536.0,217.0,85910.0,6.0,12.81870096340611,5.627621113690637,-0.0035971223021582,-0.0035971223021582,1,。,0,1.6471296296296296,9.81017637339797,0.0,0.0,1.6278245386845396,3.080206069344938,False,1,0,1,0,0,1,1,0,1,0,0,1,10.570179015065603,6.831795036559446,3.654320073216951,5.624876792793006,3.7865797250512974,4.567648270782544,4.542111783916708,9.987185111557695,21745.0,2,2023-02-14 18:31:31
309282436,1676514650,1005457163,【Whats Your Profession】我是一名医生，也是一名电影制作人（上）,1676319915,1676319915,7.085901464365611,职业职场,11,102,6,40,0,148,21,3,1266,1,0,103.0,6.0,0.0,41.0,151.0,23.0,3.0,1390.0,6.0,10.712705192018595,4.787491742782046,-0.0083333333333333,-0.0083333333333333,1,。,0,2.253877314814815,10.84575787336923,0.0,1.0986122886681098,0.04652001563489291,0.38946476676172315,False,1,0,1,0,0,1,1,0,1,0,0,1,6.330965618552456,4.199674394686528,3.834177068303871,2.3338199002063527,1.2980310833433757,0.8463143560234442,2.9310441362056863,4.8283137373023015,124.0,2,2023-02-14 04:25:15
309305646,1676514884,1006520844,Excel累加式平均余额,1676295865,1676295865,4.406719247264253,职业职场,4,5,2,23,0,108,2,4,753,1,0,5.0,2.0,0.0,25.0,110.0,2.0,6.0,780.0,6.0,12.73551784412048,6.639875833826536,-0.0013071895424836,-0.0013071895424836,0,。,0,2.5349421296296297,7.275345434661375,0.0,0.0,0.0,0.4054651081081644,False,1,0,1,0,1,0,1,0,1,0,0,1,5.693894419565792,3.775160881104904,1.0893803436064542,0.5816415144201845,0.5816415144201845,0.9469926833521669,2.3098769855472776,3.332204510175204,27.0,1,2023-02-13 21:44:25
309317891,1676512512,1007886015,简历如何吸引HR的眼球？这5个技巧听说都在用！,1676378037,1676378037,4.48863636973214,职业职场,11,2,0,8,0,7,3,0,143,1,0,2.0,0.0,0.0,8.0,9.0,3.0,0.0,161.0,5.0,10.949525024262934,5.225746673713202,-0.0053763440860215,-0.0053763440860215,1,？,0,1.5564236111111112,9.12072395191378,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,False,1,0,1,0,0,1,1,0,0,0,1,1,4.520453997910611,1.704291668060306,0.8263648039417381,1.074147387647167,0.0,0.0,1.8148229254652701,2.9444389791664403,18.0,2,2023-02-14 20:33:57
309337939,1676516442,1005982377,casaxps导出文本数据的方法,1676272025,1676272025,4.653960350157523,职业职场,10,2,2,1,0,4,3,1,92,1,0,2.0,2.0,0.0,1.0,4.0,3.0,1.0,108.0,6.0,10.703603954093316,5.780743515792329,-0.0030864197530864,-0.0030864197530864,1,。,0,2.828900462962963,12.06109542721446,0.6931471805599453,0.0,1.0986122886681098,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1,3.4819004698791898,0.8812755670641238,0.5347306871593471,0.7229402755705386,0.5347306871593471,0.30268956941754466,0.30268956941754466,2.833213344056216,16.0,1,2023-02-13 15:07:05
309354410,1676514981,1006460375,当职场悍匪谈恋爱！,1676293812,1676293812,5.293304824724492,职业职场,7,59,17,167,0,1268,38,25,13201,1,0,65.0,17.0,0.0,176.0,1312.0,41.0,27.0,13836.0,6.0,12.126434022869956,4.6913478822291435,-0.0091743119266055,-0.0091743119266055,0,！,0,2.559826388888889,10.527410967608215,1.6094379124341003,0.0,0.4795730802618863,2.2512917986064953,False,1,0,1,0,1,0,1,0,0,1,0,1,8.548108423929232,6.207273451153953,3.1800700494216865,2.7628386395694013,2.033538349392077,2.376419707386894,4.1932663832404815,6.455198563340122,635.0,1,2023-02-13 21:10:12
309363274,1676515587,1006280449,旺旺上来打广告的人是骗子吗？,1676285785,1676285785,4.6913478822291435,职业职场,7,4,0,4,0,19,0,2,385,1,0,4.0,0.0,0.0,4.0,19.0,1.0,2.0,417.0,6.0,10.55781593916244,5.707110264748875,-0.0033222591362126,-0.0033222591362126,0,？,0,2.6597453703703704,7.300376349694338,0.0,0.0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1,4.97501294150082,2.0972250929628737,0.9178508583573246,0.0,0.0,0.5607304123062637,0.9178508583573246,3.4965075614664802,32.0,1,2023-02-13 18:56:25
309371618,1676513324,1007363647,为啥体制内的优秀女生找对象越来越难了？,1676365200,1676356137,4.6443908991413725,职业职场,11,0,0,1,0,33,6,7,970,1,0,0.0,0.0,0.0,1.0,34.0,7.0,7.0,1020.0,5.0,11.91365939870249,7.052721049232323,-0.0008650519031141,-0.0008650519031141,1,？,0,1.714398148148148,8.644930558317828,0.0,0.0,0.0,1.1526795099383853,False,1,0,1,0,0,1,1,0,0,0,1,1,6.338233986495684,3.0080924481137887,0.0,1.5040263871609507,0.0,1.6259145322795288,0.4595081672534227,3.9318256327243257,50.0,2,2023-02-14 17:00:00
